V1	V2	V3	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me1	DAY4_H3K4me1	DAY0_H3K4me3	DAY4_H3K4me3	H3K27ac_FC	H3K4me1_FC	H3K4me3_FC	RNA_FC	padj
chr15	3582492	3584492	Ghr	6	13	11	8	17	17	2.16666666666667	-1.375	1	1.22048258803405	3.40343401650945e-09
chr4	127313039	127315039	Gja4	4	4	6	8	11	7	1	1.33333333333333	-1.57142857142857	1.59069291746678	0.55079827386874
chr11	102818700	102820700	Gjc1	7	13	2	12	13	9	1.85714285714286	6	-1.44444444444444	-2.44134203821915	2.11759814126461e-76
chr3	96925020	96927020	Gja8	3	4	3	3	5	4	1.33333333333333	1	-1.25	1.20466427037946	0.936511485051907
chr4	127329844	127331844	Gjb3	4	2	7	7	4	1	-2	1	-4	-3.55990110875898	0.0226793649417561
chr4	127353081	127355081	Gjb4	7	10	13	19	8	6	1.42857142857143	1.46153846153846	-1.33333333333333	-1.88058494332885	0.0297470963126619
chr4	127357181	127359181	Gjb5	2	4	5	6	5	3	2	1.2	-1.66666666666667	-1.7856594151535	0.413046528170769
chr10	127340974	127342974	Gli1	5	12	6	8	16	11	2.4	1.33333333333333	-1.45454545454545	3.20017855783312	7.79761495477807e-24
chr1	119052619	119054619	Gli2	1	5	5	4	3	4	5	-1.25	1.33333333333333	6.21082959180832	0.0460193592342007
chr11	116011719	116013719	Galk1	5	16	5	14	14	10	3.2	2.8	-1.4	1.34541441687004	7.64989418903524e-19
chr3	80912660	80914660	Glrb	5	4	7	6	16	5	-1.25	-1.16666666666667	-3.2	-1.89635650270266	2.3987244957849e-13
chr1	88509066	88511066	Glrp1	6	10	9	15	8	11	1.66666666666667	1.66666666666667	1.375	2.79849671967308	8.63253316350979e-10
chr1	52232232	52234232	Gls	5	10	7	4	20	19	2	-1.75	-1.05263157894737	-1.28097565136616	5.52217081351861e-07
chr10	81544190	81546190	Gna11	4	20	10	18	6	11	5	1.8	1.83333333333333	1.34681133889975	2.65349123726901e-34
chr5	140829431	140831431	Gna12	5	10	7	9	28	11	2	1.28571428571429	-2.54545454545455	-1.34806875192343	8.74615965952585e-25
chr10	81523225	81525225	Gna15	3	8	13	11	4	2	2.66666666666667	-1.18181818181818	-2	9.23662589498838	0.00122225004703811
chr9	107634367	107636367	Gnai2	1	11	6	10	9	5	11	1.66666666666667	-1.8	1.24380093879632	8.41357963306511e-16
chr3	108145146	108147146	Gnai3	5	10	9	12	16	12	2	1.33333333333333	-1.33333333333333	1.2364557707731	9.72371999465424e-35
chr9	107678712	107680712	Gnat1	6	10	5	2	9	6	1.66666666666667	-2.5	-1.5	-1.60425040774069	0.50190093741231
chr5	137532510	137534510	Gnb2	10	16	5	9	16	14	1.6	1.8	-1.14285714285714	-1.14275750391618	0.000768875988831024
chr6	124839275	124841275	Gnb3	6	10	8	9	8	1	1.66666666666667	1.125	-8	1.52471665091084	0.242366606513709
chr3	32615585	32617585	Gnb4	10	7	8	5	11	7	-1.42857142857143	-1.6	-1.57142857142857	1.18797191514035	0.0247172427431646
chr14	19976627	19978627	Gng2	4	3	8	8	6	3	-1.33333333333333	1	-2	-1.38120488167246	0.756286767791101
chr19	8838194	8840194	Gng3	1	14	7	8	7	11	14	1.14285714285714	1.57142857142857	1.35867537272591	0.219258649323305
chr10	81013945	81015945	Gng7	9	5	2	6	16	4	-1.8	3	-4	-1.19903371376216	0.0186473116235021
chr17	46728168	46730168	Gnmt	7	5	7	8	7	5	-1.4	1.14285714285714	-1.4	2.48844030698239	0.109327082511196
chr19	43523605	43525605	Got1	10	13	6	10	31	18	1.3	1.66666666666667	-1.72222222222222	1.00574537095959	0.919515742237861
chr8	95887547	95889547	Got2	6	17	4	9	10	13	2.83333333333333	2.25	1.3	-1.75208177466945	2.67164881959359e-128
chr16	18621403	18623403	Gp1bb	7	3	5	13	5	5	-2.33333333333333	2.6	1	1.28656084045307	0.0471647151797056
chr2	69585065	69587065	Lrp2	4	3	5	4	6	4	-1.33333333333333	-1.25	-1.5	-7.46462792085117	0.33232502031212
chr4	143298564	143300564	Pdpn	8	14	6	9	17	18	1.75	1.5	1.05882352941176	-1.37390839378128	1.08506592066077e-18
chr16	30309779	30311779	Gp5	4	5	5	2	7	4	1.25	-2.5	-1.75	2.54702622857621	0.398595597584752
chr19	55126238	55128238	Gpam	4	8	5	9	13	4	2	1.8	-3.25	-1.29449724281251	2.47383822129393e-08
chr9	20975781	20977781	S1pr2	7	11	8	9	20	7	1.57142857142857	1.125	-2.85714285714286	-1.45868110177504	1.42087491568745e-19
chr4	58552898	58554898	Lpar1	3	10	13	11	27	12	3.33333333333333	-1.18181818181818	-2.25	-1.19479824434182	6.56631006522856e-20
chr5	113649426	113651426	Cmklr1	5	11	7	10	4	1	2.2	1.42857142857143	-4	2.11477391102634	0.00135047585899006
chr7	34229336	34231336	Gpi1	3	10	6	7	14	12	3.33333333333333	1.16666666666667	-1.16666666666667	1.16635547249734	2.78620368148249e-06
chr17	25943936	25945936	Pigq	5	13	12	9	10	9	2.6	-1.33333333333333	-1.11111111111111	1.11022134939884	0.0156189975988119
chr6	134897578	134899578	Gpr19	7	19	6	12	27	16	2.71428571428571	2	-1.6875	-1.09691421008393	0.247360240184931
chr6	25689729	25691729	Gpr37	2	6	5	13	10	8	3	2.6	-1.25	-1.09613031714915	0.923215786893129
chr1	67037872	67039872	Lancl1	9	9	4	10	18	16	1	2.5	-1.125	-1.26610617827059	2.60006153346279e-08
chr11	12037683	12039683	Grb10	6	12	6	17	13	6	2	2.83333333333333	-2.16666666666667	-1.38896789502007	4.35128691996561e-79
chr11	115707597	115709597	Grb2	15	17	6	11	32	17	1.13333333333333	1.83333333333333	-1.88235294117647	1.04599211402622	0.531047940133519
chr6	124862983	124864983	Gpr162	5	11	5	8	8	10	2.2	1.6	1.25	-1.04215086901918	0.712817623346345
chr6	124856752	124858752	P3h3	6	17	6	8	18	12	2.83333333333333	1.33333333333333	-1.5	1.12811726270083	4.59352399956079e-08
chr6	124740374	124742374	Grcc10	7	17	7	5	21	15	2.42857142857143	-1.4	-1.4	-1.06447334262649	0.368074788048846
chr6	124711178	124713178	Emg1	10	16	3	16	28	18	1.6	5.33333333333333	-1.55555555555556	1.0172657847167	0.625649427034906
chr3	80801835	80803835	Gria2	4	3	3	8	3	4	-1.33333333333333	2.66666666666667	1.33333333333333	1.26912349727568	0.926655366725513
chr10	49787766	49789766	Grik2	1	1	7	8	3	4	1	1.14285714285714	1.33333333333333	-1.64497654815845	0.711041045403677
chr7	25071346	25073346	Grik5	6	5	6	4	9	6	-1.2	-1.5	-1.5	-1.33756616524859	2.62084150095564e-05
chr2	25318187	25320187	Grin1	4	8	4	8	10	8	2	2	-1.25	2.14754846420963	0.150304070365592
chr11	115266243	115268243	Grin2c	4	4	3	8	2	4	1	2.66666666666667	2	10.8581275777315	0.0199058412837197
chr7	45869429	45871429	Grin2d	7	6	4	9	9	5	-1.16666666666667	2.25	-1.8	3.82457274810014	6.52124546519322e-68
chr18	39518421	39520421	Nr3c1	6	6	4	7	8	5	1	1.75	-1.6	-1.38164185991668	5.14572711127824e-34
chr10	11081356	11083356	Grm1	5	9	3	6	7	5	1.8	2	-1.4	4.14355408072251	0.000190452208190632
chr12	104472330	104474330	Gsc	6	13	2	6	15	12	2.16666666666667	3	-1.25	1.45876573099067	1.07754717132915e-06
chr6	135253351	135255351	Gsg1	5	13	8	17	13	5	2.6	2.125	-2.6	4.41796280089058	0.00274616510028635
chr11	73137294	73139294	Haspin	4	10	7	10	19	18	2.5	1.42857142857143	-1.05555555555556	-3.5371230590646	3.51339996441889e-49
chr16	11253270	11255270	Gspt1	7	16	7	6	26	10	2.28571428571429	-1.16666666666667	-2.6	-1.18847212223764	2.42523428978644e-06
chr2	155591810	155593810	Gss	8	15	10	14	15	15	1.875	1.4	1	1.3369797548646	7.24425467594209e-12
chr3	108016973	108018973	Gstm1	4	20	9	12	17	9	5	1.33333333333333	-1.88888888888889	-1.94629006014736	4.89489379153625e-94
chr3	107985453	107987453	Gstm2	10	13	8	15	18	12	1.3	1.875	-1.5	-1.19001275211893	6.36184785985511e-07
chr3	108043894	108045894	Gstm4	2	6	4	7	6	7	3	1.75	1.16666666666667	-1.25832004802873	0.429936762889042
chr3	107942749	107944749	Gstm6	6	9	8	17	7	5	1.5	2.125	-1.4	1.12007078673656	0.778974607426562
chr19	4045023	4047023	Gstp2	11	12	10	26	9	12	1.09090909090909	2.6	1.33333333333333	2.89436730028035	2.54970019990731e-45
chr19	4036985	4038985	Gstp1	10	18	15	22	28	15	1.8	1.46666666666667	-1.86666666666667	-1.06609159783911	0.0293726189023472
chr10	75797584	75799584	Gstt1	4	13	6	11	17	19	3.25	1.83333333333333	1.11764705882353	-2.52290253539099	3.35802789162076e-42
chr10	75836367	75838367	Gstt2	7	12	6	9	11	10	1.71428571428571	1.5	-1.1	1.03364838064501	0.938904611177363
chr17	35672739	35674739	Gtf2h4	7	12	7	9	16	10	1.71428571428571	1.28571428571429	-1.6	-1.0159578742934	0.789445250264968
chr5	134313760	134315760	Gtf2i	2	10	4	6	16	16	5	1.5	1	1.44434359886907	1.47875822796396e-38
chr8	95433869	95435869	Cfap20	4	11	7	6	19	15	2.75	-1.16666666666667	-1.26666666666667	-1.1180745914073	0.00774150026753941
chr1	84839516	84841516	Trip12	3	10	7	14	20	20	3.33333333333333	2	1	1.11906830415704	0.000285191903195493
chr6	113076333	113078333	Gt(ROSA)26Sor	5	16	5	5	24	17	3.2	1	-1.41176470588235	1.72722069453501	5.59660886269865e-19
chr7	139581797	139583797	Nkx6-2	4	2	3	2	3	3	-2	-1.5	1	2.63680620711968	0.634259866149775
chr17	47420880	47422880	Guca1a	11	10	8	9	14	12	-1.1	1.125	-1.16666666666667	5.83611353180783	2.43597639764232e-08
chr6	136780765	136782765	Gucy2c	4	4	4	11	10	10	1	2.75	1	1.33564226888689	0.890379367660446
chr11	69236036	69238036	Gucy2e	6	16	9	5	5	9	2.66666666666667	-1.8	1.8	6.91717466604377	4.17512670811536e-05
chr11	59191212	59193212	Guk1	8	19	9	11	14	20	2.375	1.22222222222222	1.42857142857143	1.19708168077516	9.93770399964395e-06
chr6	94282917	94284917	Magi1	4	10	6	7	15	12	2.5	1.16666666666667	-1.25	-1.54768567480282	6.3199404925363e-09
chr14	56233656	56235656	Gzmc	2	7	5	5	4	3	3.5	1	-1.33333333333333	-2.09769177672814	0.729862246560425
chr13	113224908	113226908	Gzmk	7	5	10	7	10	2	-1.4	-1.42857142857143	-5	-2.14350230719559	0.326385002924427
chr7	142577143	142579143	H19	3	3	3	4	4	3	1	1.33333333333333	-1.33333333333333	4.26729379535656	4.3387993624214e-17
chr17	34881042	34883042	Cfb	8	9	19	13	13	4	1.125	-1.46153846153846	-3.25	-1.41950713562215	0.102472672087777
chr17	36083223	36085223	H2-Bl	6	10	5	11	11	14	1.66666666666667	2.2	1.27272727272727	3.24263539319812	0.349406409240742
chr17	33999347	34001347	H2-K1	6	18	14	24	21	22	3	1.71428571428571	1.04761904761905	1.56239179737169	5.06591531998709e-42
chr17	33939343	33941343	Pfdn6	7	14	8	13	20	18	2	1.625	-1.11111111111111	-1.19598637809424	1.1356479742815e-06
chr17	34030682	34032682	Slc39a7	12	18	7	9	23	24	1.5	1.28571428571429	1.04347826086957	2.08992808516503	4.27283859643899e-112
chr17	34028552	34030552	H2-Ke6	7	10	7	14	13	16	1.42857142857143	2	1.23076923076923	-1.16443224419365	0.00270431280410925
chr17	36120465	36122465	H2-T10	4	13	18	13	25	17	3.25	-1.38461538461538	-1.47058823529412	1.32401616317759	0.515622588152238
chr17	36041747	36043747	H2-T22	2	13	16	15	27	21	6.5	-1.06666666666667	-1.28571428571429	-1.0324193831182	0.359136356222297
chr17	36031855	36033855	H2-T23	4	12	10	19	17	12	3	1.9	-1.41666666666667	1.72361608535686	3.07775334713014e-15
chr17	36019560	36021560	H2-T24	6	11	10	18	15	13	1.83333333333333	1.8	-1.15384615384615	-1.24027085753611	0.0255159198354313
chr3	151761892	151763892	Ifi44l	7	13	12	18	15	17	1.85714285714286	1.5	1.13333333333333	-1.23474133034465	0.598444294404681
chr1	155145814	155147814	Mr1	3	17	7	15	22	14	5.66666666666667	2.14285714285714	-1.57142857142857	1.3002708217017	2.28465546852904e-10
chr1	180812943	180814943	H3f3a	3	22	5	5	19	6	7.33333333333333	1	-3.16666666666667	1.04929222318961	0.193547138264476
chr11	116026962	116028962	H3f3b	17	20	16	9	19	15	1.17647058823529	-1.77777777777778	-1.26666666666667	-1.53873955484412	1.22770690653003e-74
chr3	131271101	131273101	Hadh	2	8	3	12	13	18	4	4	1.38461538461538	-1.12566634267395	7.11468904077451e-05
chr11	57831818	57833818	Hand1	4	8	3	4	9	1	2	1.33333333333333	-9	2.16023557456305	0.722768025445181
chr11	100355128	100357128	Hap1	6	5	6	14	12	7	-1.2	2.33333333333333	-1.71428571428571	1.38044254983757	0.710397279201051
chr18	36782205	36784205	Hars	5	13	5	11	23	16	2.6	2.2	-1.4375	-1.00524017653873	0.891033924195511
chr17	17854205	17856205	Has1	14	24	24	19	4	11	1.71428571428571	-1.26315789473684	2.75	7.03118047974121	1.77422043541478e-16
chr15	56693539	56695539	Has2	10	15	9	6	18	22	1.5	-1.5	1.22222222222222	-1.49424014734558	7.63750882673086e-13
chr3	89159196	89161196	Hcn3	9	8	7	17	6	15	-1.125	2.42857142857143	2.5	-1.98426105368054	0.0336647755872609
chr6	124737714	124739714	Ptpn6	7	8	8	10	7	6	1.14285714285714	1.25	-1.16666666666667	-1.35078529967878	0.168719992472404
chr18	37954016	37956016	Hdac3	4	14	2	6	13	12	3.5	3	-1.08333333333333	-1.33566447169925	2.63780777326047e-24
chr11	102229166	102231166	Hdac5	5	17	6	11	16	17	3.4	1.83333333333333	1.0625	1.53670391662686	1.09960536395506e-41
chr2	126618299	126620299	Hdc	2	3	4	5	5	5	1.5	1.25	1	1.16868378073296	0.90262468265896
chr6	135197022	135199022	Hebp1	8	16	11	15	26	16	2	1.36363636363636	-1.625	1.74652728692095	6.42025273220471e-37
chr18	36514805	36516805	Hbegf	6	6	6	10	15	10	1	1.66666666666667	-1.5	-3.86957460963278	2.76533686617767e-40
chr13	97197357	97199357	Hexb	9	9	13	7	15	10	1	-1.85714285714286	-1.5	1.29991256936372	7.15466420305129e-17
chr3	8666256	8668256	Hey1	1	2	4	4	11	9	2	1	-1.22222222222222	1.34058465407707	0.664627906022612
chr13	23709854	23711854	Hfe	8	14	6	12	8	16	1.75	2	2	-1.8448573301442	5.21120726157815e-16
chr11	116334399	116336399	Foxj1	2	4	6	7	9	6	2	1.16666666666667	-1.5	-1.18399432402748	0.673879916197235
chr3	116680260	116682260	Mfsd14a	8	7	6	8	6	5	-1.14285714285714	1.33333333333333	-1.2	1.03578548053608	0.254526812176159
chr11	75168519	75170519	Hic1	4	8	8	11	13	19	2	1.375	1.46153846153846	-2.63110903031093	1.24802615837028e-17
chr3	103790563	103792563	Hipk1	3	9	7	5	13	19	3	-1.4	1.46153846153846	1.34425495584332	3.40247279048926e-23
chr6	38875165	38877165	Hipk2	4	14	3	6	25	13	3.5	2	-1.92307692307692	1.35572881642258	5.43645055313109e-08
chr2	104493446	104495446	Hipk3	6	14	4	5	9	15	2.33333333333333	1.25	1.66666666666667	-1.20795050206433	8.72692213596335e-08
chr10	62378908	62380908	Hk1	6	9	8	10	11	9	1.5	1.25	-1.22222222222222	-1.24913177670411	1.17393910384346e-15
chr6	82773454	82775454	Hk2	1	18	5	15	19	20	18	3	1.05263157894737	-1.34485505341446	0.000258772932886798
chr1	179545267	179547267	Tfb2m	3	9	4	7	18	17	3	1.75	-1.05882352941176	1.02986133131313	0.472701902625531
chr1	184731619	184733619	Hlx	10	13	4	8	14	13	1.3	2	-1.07692307692308	-1.09282625236697	0.117614512699903
chr9	44343228	44345228	Hmbs	5	13	10	5	16	10	2.6	-2	-1.6	-1.03979566894556	0.507109507160466
chr5	149183489	149185489	Hmgb1	6	13	7	3	26	12	2.16666666666667	-2.33333333333333	-2.16666666666667	-1.79614711634802	5.61970841656726e-71
chr16	96126729	96128729	Hmgn1	2	9	7	5	14	13	4.5	-1.4	-1.07692307692308	-1.73521284083735	1.95789610697443e-121
chr4	133967650	133969650	Hmgn2	3	9	2	4	17	12	3	2	-1.41666666666667	-2.54277881768403	7.05423467221497e-278
chr10	81349480	81351480	Hmg20b	4	12	2	13	14	21	3	6.5	1.5	1.40189057595933	1.68675655995025e-21
chr13	96669936	96671936	Hmgcr	8	15	7	9	14	9	1.875	1.28571428571429	-1.55555555555556	2.01472106898217	4.70492695691571e-126
chr10	120475469	120477469	Hmga2	9	9	2	8	14	13	1	4	-1.07692307692308	-3.76532713904798	5.47955789779938e-67
chr11	40732422	40734422	Hmmr	8	13	7	11	14	12	1.625	1.57142857142857	-1.16666666666667	-2.18396000359448	1.12570123980646e-66
chr11	115513387	115515387	Jpt1	7	16	3	13	23	17	2.28571428571429	4.33333333333333	-1.35294117647059	-1.90976073648252	2.25735113425877e-113
chr7	19022538	19024538	Foxa3	6	3	2	3	5	4	-2	1.5	-1.25	-1.52626969939468	0.781331586429751
chr14	52103028	52105028	Hnrnpc	4	10	5	7	14	10	2.5	1.4	-1.4	-1.24804749933557	4.59491202315047e-26
chr11	51605847	51607847	Hnrnpab	5	11	5	6	13	13	2.2	1.2	1	-1.10762882728368	3.16739041880472e-07
chr13	58402343	58404343	Hnrnpk	6	18	7	4	5	14	3	-1.75	2.8	-1.08299285926633	0.000514514952615844
chr6	52157317	52159317	Hoxa1	7	9	9	6	8	8	1.28571428571429	-1.5	1	1.07131123066424	0.726515751772873
chr6	52239854	52241854	Hoxa10	6	22	9	12	22	15	3.66666666666667	1.33333333333333	-1.46666666666667	-1.36871882982084	4.68853238293522e-11
chr6	52259880	52261880	Hoxa13	6	3	5	7	10	9	-2	1.4	-1.11111111111111	5.27201716440314	0.337077391742463
chr6	52212339	52214339	Hoxa2	5	17	13	11	23	14	3.4	-1.18181818181818	-1.64285714285714	-1.53013757863956	0.00886769418958376
chr6	52212336	52214336	Hoxa3	5	17	13	11	23	14	3.4	-1.18181818181818	-1.64285714285714	-1.07078988994705	0.617947937637401
chr6	52190753	52192753	Hoxa4	4	6	3	6	3	3	1.5	2	1	1.06367091244895	0.91746270232517
chr6	52203587	52205587	Hoxa5	3	3	3	5	8	9	1	1.66666666666667	1.125	-1.69825948017334	3.86338638757096e-10
chr6	52207722	52209722	Hoxa6	14	12	11	14	11	10	-1.16666666666667	1.27272727272727	-1.1	-1.65020609752045	0.0171197080027555
chr6	52220854	52222854	Hoxa7	4	10	12	18	9	12	2.5	1.5	1.33333333333333	1.86169238501609	2.71626649078528e-07
chr6	52230089	52232089	Hoxa9	4	12	5	8	10	6	3	1.6	-1.66666666666667	-1.40874994205072	0.162187220435593
chr8	109578172	109580172	Hp	7	13	9	14	10	11	1.85714285714286	1.55555555555556	1.1	-1.51488630660077	0.61048906157267
chr5	100718716	100720716	Hpse	5	3	4	3	6	4	-1.66666666666667	-1.33333333333333	-1.5	117.225197399506	1.43197953026807e-107
chr4	129121036	129123036	Hpca	1	2	1	3	4	2	2	3	-2	-2.37742128691863	0.652193751969176
chr9	70951226	70953226	Lipc	5	9	7	11	10	2	1.8	1.57142857142857	-5	7.09196207324828	6.82783579967349e-22
chr7	31114290	31116290	Hpn	2	4	2	3	1	3	2	1.5	3	1.84180638313451	0.242466028738081
chr7	105599137	105601137	Hpx	6	7	3	6	3	2	1.16666666666667	2	-1.5	-1.21439183407638	0.683027454575335
chr7	141193005	141195005	Hras	2	10	3	7	18	9	5	2.33333333333333	-2	1.23808867213907	4.04528453998452e-07
chr10	76236865	76238865	Prmt2	7	15	9	10	17	19	2.14285714285714	1.11111111111111	1.11764705882353	-1.2571175239035	4.90726795915023e-10
chr7	44985568	44987568	Prmt1	4	8	2	5	14	17	2	2.5	1.21428571428571	-1.66243241688285	1.86049482481402e-110
chr15	34494255	34496255	Rida	3	7	6	17	24	14	2.33333333333333	2.83333333333333	-1.71428571428571	-1.14236509056728	0.00931536267171062
chr1	193263075	193265075	Hsd11b1	10	7	12	22	4	7	-1.42857142857143	1.83333333333333	1.75	-2.67335813344937	0.259390670125969
chr1	169968241	169970241	Hsd17b7	9	17	13	14	27	19	1.88888888888889	1.07692307692308	-1.42105263157895	-1.35036721278749	4.01339969386623e-15
chr3	98723543	98725543	Hsd3b2	4	6	5	5	8	6	1.5	1	-1.33333333333333	1.086348694128	0.646381012709332
chr5	149635376	149637376	Hsph1	8	18	7	5	30	14	2.25	-1.4	-2.14285714285714	-1.67275612018336	3.1736461087799e-17
chr1	55087243	55089243	Hspd1	5	12	2	9	13	21	2.4	4.5	1.61538461538462	-1.51779416069346	1.63033600855133e-44
chr17	34958238	34960238	Hspa1b	10	17	7	12	11	10	1.7	1.71428571428571	-1.1	-2.80059199735095	9.27274434696487e-59
chr17	45572271	45574271	Hsp90ab1	4	12	8	4	18	19	3	-2	1.05555555555556	-1.31459317110528	3.00212368975224e-37
chr12	110701728	110703728	Hsp90aa1	6	7	9	13	11	4	1.16666666666667	1.44444444444444	-2.75	-1.46471763943454	2.87531855899292e-21
chr11	53299457	53301457	Hspa4	9	22	6	6	17	15	2.44444444444444	1	-1.13333333333333	-1.23531198277282	5.27873390202191e-08
chr18	34953357	34955357	Hspa9	9	18	5	4	14	15	2	-1.25	1.07142857142857	-1.30958424269453	1.69683335842303e-08
chr18	60747650	60749650	Ndst1	3	16	6	7	10	16	5.33333333333333	1.16666666666667	1.6	-1.08654833012818	0.00640687840504027
chr9	81632828	81634828	Htr1b	3	4	3	2	1	1	1.33333333333333	-1.5	1	1.29847148031534	0.892798097590114
chr1	86110970	86112970	Htr2b	4	11	3	6	6	8	2.75	2	1.33333333333333	1.39687642260013	0.746639780416599
chr4	139074570	139076570	Htr6	1	3	2	7	4	2	3	3.5	-2	-8.30300291343725	0.0558524509084011
chr8	4324413	4326413	Elavl1	5	10	9	11	24	18	2	1.22222222222222	-1.33333333333333	-1.26733721832641	1.58259334137558e-10
chr9	22051023	22053023	Elavl3	7	3	2	5	4	2	-2.33333333333333	2.5	-2	1.5195215482523	0.637102303743868
chr11	9010191	9012191	Hus1	8	9	6	7	17	18	1.125	1.16666666666667	1.05882352941176	-1.68044079401012	5.82887572195374e-23
chr11	106387075	106389075	Icam2	7	8	12	17	11	8	1.14285714285714	1.41666666666667	-1.375	4.32387255951149	0.00526618804171345
chr12	25096140	25098140	Id2	9	14	8	9	25	19	1.55555555555556	1.125	-1.31578947368421	-1.3808296466737	2.86134576841383e-08
chr19	37336852	37338852	Ide	10	8	14	13	10	5	-1.25	-1.07692307692308	-2	-1.03277136202195	0.418832866650261
chr1	65185500	65187500	Idh1	6	10	5	5	20	15	1.66666666666667	1	-1.33333333333333	2.63597723022084	3.23182578580711e-242
chr8	84661854	84663854	Ier2	9	25	8	10	28	24	2.77777777777778	1.25	-1.16666666666667	1.53655690692776	4.16547225620384e-22
chr1	155098636	155100636	Ier5	4	9	4	7	15	12	2.25	1.75	-1.25	-1.72908228586382	4.53817415008467e-37
chr11	48870683	48872683	Irgm1	5	20	9	11	18	13	4	1.22222222222222	-1.38461538461538	-2.20243117517027	2.6755462289319e-60
chr5	92347889	92349889	Cxcl10	4	2	2	6	12	6	-2	3	-2	-6.68191269059057	0.23319562118235
chr1	173941672	173943672	Ifi203	8	18	11	19	23	14	2.25	1.72727272727273	-1.64285714285714	1.29057093547591	0.117359144914987
chr1	173765943	173767943	Ifi204	8	18	12	19	19	16	2.25	1.58333333333333	-1.1875	1.53408780675163	1.54519599627966e-05
chr12	40247504	40249504	Ifrd1	7	9	11	11	3	4	1.28571428571429	1	1.33333333333333	1.03088164800015	0.678020388825282
chr7	142668942	142670942	Igf2	6	9	4	4	8	4	1.5	1	-2	3.6046592853809	1.36876102511143e-100
chr17	12768664	12770664	Igf2r	5	7	4	8	17	9	1.4	2	-1.88888888888889	1.22424867781798	8.7800251778608e-13
chr1	72873884	72875884	Igfbp5	8	9	6	11	8	7	1.125	1.83333333333333	-1.14285714285714	-3.51320092259402	8.9951731659332e-68
chr7	102017690	102019690	Il18bp	4	4	6	7	6	5	1	1.16666666666667	-1.2	-1.09682477045375	0.594911678946949
chr5	88526891	88528891	Jchain	5	7	6	7	8	6	1.4	1.16666666666667	-1.33333333333333	1.65746574587082	0.561748204269636
chr1	74950672	74952672	Ihh	5	4	1	3	4	1	-1.25	3	-4	3.81917717474927	0.00279845404948749
chr8	22705589	22707589	Ikbkb	5	7	8	5	16	20	1.4	-1.6	1.25	1.43179999058286	5.62982637281216e-17
chr7	4781859	4783859	Il11	5	3	3	4	6	3	-1.66666666666667	1.33333333333333	-2	2.07990092002017	0.023891897373513
chr6	67375188	67377188	Il12rb2	4	8	7	5	7	7	2	-1.4	1	2.90368963678028	0.00714193773071084
chr7	83744726	83746726	Il16	6	12	6	11	16	7	2	1.83333333333333	-2.28571428571429	-1.35133770097262	1.08461963603236e-07
chr2	129308972	129310972	Il1a	7	4	10	3	3	7	-1.75	-3.33333333333333	2.33333333333333	-1.81922719191155	0.492988115633217
chr15	78494271	78496271	Il2rb	6	13	10	12	6	4	2.16666666666667	1.2	-1.5	-1.24287175572071	0.322069856721025
chr11	53617669	53619669	Il4	6	11	5	13	7	4	1.83333333333333	2.6	-1.75	-1.46306845529732	0.283717123853249
chr6	106748037	106750037	Il5ra	9	6	6	5	8	5	-1.5	-1.2	-1.6	2.79842484854448	0.0361799511265714
chr3	89912196	89914196	Il6ra	6	14	9	15	13	8	2.33333333333333	1.66666666666667	-1.625	1.7009532451528	0.000120544588755644
chr3	7612760	7614760	Il7	2	5	5	9	10	12	2.5	1.8	1.2	-3.68047797234901	5.88187164097148e-56
chr15	9529176	9531176	Il7r	5	5	4	10	4	6	1	2.5	1.5	-3.65331992680312	0.400885608472062
chr11	32199279	32201279	Il9r	4	4	7	21	13	17	1	3	1.30769230769231	8.15709089165101	0.0178323238442708
chr6	94699158	94701158	Lrig1	6	10	9	11	36	19	1.66666666666667	1.22222222222222	-1.89473684210526	-1.14119994593944	0.00584552763945368
chr11	97186881	97188881	Kpnb1	6	18	5	4	12	13	3	-1.25	1.08333333333333	-1.35347255001433	4.5998249316833e-40
chr19	9898551	9900551	Incenp	8	22	8	18	23	21	2.75	2.25	-1.0952380952381	-2.44772898123825	2.35974911774446e-167
chr10	127353411	127355411	Inhbe	6	8	6	11	9	6	1.33333333333333	1.83333333333333	-1.5	-1.56812938476854	0.78483885314191
chr1	52816688	52818688	Inpp1	5	14	8	6	15	15	2.8	-1.33333333333333	1	1.14073065919139	0.0538256791312128
chr7	101837229	101839229	Inppl1	7	10	3	5	19	16	1.42857142857143	1.66666666666667	-1.1875	2.26271350418088	1.91931711421525e-174
chr8	3278617	3280617	Insr	4	14	6	8	17	14	3.5	1.33333333333333	-1.21428571428571	1.15795124730125	0.000132393733593116
chr15	43281719	43283719	Eif3e	4	18	6	10	13	7	4.5	1.66666666666667	-1.85714285714286	-1.01564188749462	0.629579696847646
chr1	82290416	82292416	Irs1	4	18	5	6	14	19	4.5	1.2	1.35714285714286	-1.51264362612211	4.6238961935944e-27
chr5	137644714	137646714	Irs3	1	13	5	14	6	6	13	2.8	1	1.08201989490221	0.88168966543247
chr13	71962723	71964723	Irx1	9	12	2	6	14	9	1.33333333333333	3	-1.55555555555556	-1.73908660775507	4.52584169972041e-17
chr8	91801067	91803067	Irx3	5	13	7	6	11	11	2.6	-1.16666666666667	1	-1.29896719790183	3.88531280852058e-12
chr13	114931100	114933100	Itga2	6	7	6	10	13	10	1.16666666666667	1.66666666666667	-1.3	-1.6930770502002	0.102379827395967
