chr	promoter_starts	promoter_ends	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me3	DAY4_H3K4me3	H3K27ac_FC	H3K4me3_FC	fragMEAN	log2FoldChange	padj
chr9	21410837	21412837	Qtrt1	14	19	37	31	1.35714285714286	-1.19354838709677	25.25	0.165255558008956	0.0512687888680078
chr3	67581741	67583741	Mfsd1	13	11	36	41	-1.18181818181818	1.13888888888889	25.25	0.359632967160047	5.30851470071496e-05
chr14	20293697	20295697	Nudt13	23	16	30	32	-1.4375	1.06666666666667	25.25	0.0802687922507749	0.707068815786389
chr12	84969897	84971897	Fcf1	17	7	35	42	-2.42857142857143	1.2	25.25	-0.0549282128825565	0.468314123898326
chr5	120115465	120117465	Rbm19	20	18	38	25	-1.11111111111111	-1.52	25.25	-0.268575131220384	0.00319718597998221
chr5	123342834	123344834	Bcl7a	23	7	37	34	-3.28571428571429	-1.08823529411765	25.25	0.257984982721202	0.00313161583569397
chr4	127242784	127244784	Smim12	19	10	44	28	-1.9	-1.57142857142857	25.25	0.0574484910418066	0.58926530195502
chr12	41023090	41025090	Immp2l	21	21	34	25	0	-1.36	25.25	-0.274535067867693	0.392946254634634
chr11	73159421	73161421	P2rx5	31	10	32	28	-3.1	-1.14285714285714	25.25	-0.187891750361174	0.452120723736133
chr9	105052239	105054239	Mrpl3	24	15	36	26	-1.6	-1.38461538461538	25.25	-0.285256105944946	0.00015432511590554
chr7	34132268	34134268	Wtip	36	12	30	23	-3	-1.30434782608696	25.25	0.52422182345032	2.20710588812947e-14
chr4	149165771	149167771	Pgd	21	17	38	25	-1.23529411764706	-1.52	25.25	-0.147048833405903	0.0039068613853357
chr12	40037025	40039025	Arl4a	8	6	54	33	-1.33333333333333	-1.63636363636364	25.25	0.0152925633315592	0.941154721644963
chr12	84408029	84410029	Entpd5	15	21	31	34	1.4	1.09677419354839	25.25	0.894196117851585	5.70173705386378e-47
chr8	11311826	11313826	Col4a1	23	6	47	25	-3.83333333333333	-1.88	25.25	-2.25525465383479	9.31696669018049e-291
chr8	8660242	8662242	Efnb2	22	4	42	33	-5.5	-1.27272727272727	25.25	-1.3779235258038	7.30467829725147e-41
chr7	24971754	24973754	Rabac1	18	12	46	25	-1.5	-1.84	25.25	0.857397641875541	1.37000954469e-63
chr4	119173195	119175195	Zfp691	19	12	35	35	-1.58333333333333	0	25.25	0.584653113499665	0.0297967594355042
chr14	101608191	101610191	Tbc1d4	32	15	32	22	-2.13333333333333	-1.45454545454545	25.25	-0.252007737131824	4.80848244682094e-05
chr14	18893267	18895267	Ube2e2	25	11	34	31	-2.27272727272727	-1.09677419354839	25.25	0.693896523466913	1.14889129564725e-53
chr4	145245870	145247870	Tnfrsf1b	22	14	34	31	-1.57142857142857	-1.09677419354839	25.25	-0.0504055152206978	0.720886838771179
chr5	110809097	110811097	Ulk1	26	15	28	32	-1.73333333333333	1.14285714285714	25.25	0.346483833097845	7.52259142145879e-12
chr2	178413472	178415472	Ppp1r3d	24	24	29	24	0	-1.20833333333333	25.25	0.519668312699507	1.89684989100503e-06
chr4	134703290	134705290	Man1c1	26	17	44	14	-1.52941176470588	-3.14285714285714	25.25	-0.55399836178835	5.07693537872216e-32
chr5	108448100	108450100	Mfsd7a	18	23	36	24	1.27777777777778	-1.5	25.25	0.440140763648484	0.0146381300910017
chr8	70438579	70440579	Crtc1	30	17	31	23	-1.76470588235294	-1.34782608695652	25.25	-0.0506714027974612	0.442224256459023
chr8	70804054	70806054	Mast3	15	20	35	31	1.33333333333333	-1.12903225806452	25.25	0.0192186754453808	0.881711044219256
chr1	152385688	152387688	Tsen15	14	9	40	38	-1.55555555555556	-1.05263157894737	25.25	-0.808721392874265	1.12667279032669e-42
chr7	114116781	114118781	Rras2	16	18	39	28	1.125	-1.39285714285714	25.25	1.52062445690337	0
chr3	96904346	96906346	Gpr89	17	14	40	30	-1.21428571428571	-1.33333333333333	25.25	0.219566964766711	0.0161740890652555
chr12	84969900	84971900	Arel1	17	7	35	42	-2.42857142857143	1.2	25.25	0.0880498266697683	0.425896111009184
chr18	35661163	35663163	Mzb1	23	15	30	33	-1.53333333333333	1.1	25.25	-0.112204865630472	0.908569699010185
chr18	35661186	35663186	Spata24	23	15	30	33	-1.53333333333333	1.1	25.25	-0.706827311359961	0.00110442271258123
chr2	33886946	33888946	Mvb12b	23	18	38	22	-1.27777777777778	-1.72727272727273	25.25	-2.41204158140773	2.40905970371384e-200
chr12	76764589	76766589	Fntb	30	14	33	23	-2.14285714285714	-1.43478260869565	25	0.244745873232464	0.00249399043179759
chr16	18835584	18837584	Hira	19	12	37	32	-1.58333333333333	-1.15625	25	-0.237507526439396	0.000126360018426777
chr9	50553827	50555827	Il18	20	18	38	24	-1.11111111111111	-1.58333333333333	25	0.278287223191668	0.0145300036680574
chr7	24901912	24903912	Arhgef1	16	19	40	25	1.1875	-1.6	25	0.825599968604329	7.77414069598087e-41
chr7	101662633	101664633	Clpb	14	13	45	28	-1.07692307692308	-1.60714285714286	25	-0.0793392006359247	0.582314800579241
chr10	45576829	45578829	Hace1	27	9	33	31	-3	-1.06451612903226	25	-0.199531094475029	0.00639893918235908
chr14	14701279	14703279	Slc4a7	23	12	29	36	-1.91666666666667	1.24137931034483	25	-0.0636825813951204	0.392520945553195
chr5	102480391	102482391	Arhgap24	15	14	51	20	-1.07142857142857	-2.55	25	1.59664887735566	1.77413565685252e-165
chr17	17829188	17831188	Mir99b	27	26	17	30	-1.03846153846154	1.76470588235294	25	NA	NA
chr5	36483588	36485588	Ccdc96	17	16	35	32	-1.0625	-1.09375	25	-0.435433100000428	0.402491715898808
chr11	100440917	100442917	Klhl10	28	18	22	32	-1.55555555555556	1.45454545454545	25	-0.337551394361041	0.506955947154808
chr2	178413524	178415524	Fam217b	25	23	29	23	-1.08695652173913	-1.26086956521739	25	-0.413487964440421	7.12118153989799e-07
chr1	61637824	61639824	Pard3b	15	11	39	35	-1.36363636363636	-1.11428571428571	25	0.276694441116447	0.00149700585689677
chr5	134931368	134933368	Mettl27	24	9	38	29	-2.66666666666667	-1.31034482758621	25	0.0708407306478794	0.491066295242707
chr4	132756252	132758252	Smpdl3b	18	28	32	22	1.55555555555556	-1.45454545454545	25	0.361922968543669	2.45031342126183e-07
chr10	23784475	23786475	Snora33	31	17	32	20	-1.82352941176471	-1.6	25	NA	NA
chr11	121386204	121388204	Mir7236	20	14	33	33	-1.42857142857143	0	25	NA	NA
chr10	81415297	81417297	Mir1191b	42	37	15	6	-1.13513513513514	-2.5	25	NA	NA
chr15	76068784	76070784	Scrib	27	12	30	31	-2.25	1.03333333333333	25	-0.642085571426109	7.37662151451191e-30
chr12	76176259	76178259	Esr2	21	11	26	42	-1.90909090909091	1.61538461538462	25	-1.83959390807396	1.74656180018678e-10
chr2	152932208	152934208	Foxs1	36	24	24	16	-1.5	-1.5	25	0.364619437852156	0.00122431847624535
chr8	13493490	13495490	Gas6	16	15	43	26	-1.06666666666667	-1.65384615384615	25	-1.37729293039884	2.7040178007886e-280
chr18	61399431	61401431	Ppargc1b	33	10	29	28	-3.3	-1.03571428571429	25	-0.464277122215777	0.0315053482964394
chr9	105394524	105396524	Nek11	24	13	40	23	-1.84615384615385	-1.73913043478261	25	-2.0653402002581	0.0659688486773473
chr5	38562221	38564221	Wdr1	20	26	25	29	1.3	1.16	25	-0.338590928034439	8.13859607972336e-59
chr3	102203693	102205693	Vangl1	23	14	32	31	-1.64285714285714	-1.03225806451613	25	-0.319073678667414	0.000484054513125964
chr7	109985929	109987929	Tmem41b	24	11	30	35	-2.18181818181818	1.16666666666667	25	0.17467193821236	0.00381835517553744
chr8	84892921	84894921	Gcdh	14	10	38	38	-1.4	0	25	-0.160340218032435	0.0326356038475761
chr2	65021782	65023782	Grb14	21	14	44	21	-1.5	-2.0952380952381	25	-0.318006408858103	0.00212272593263713
chr5	109557993	109559993	Crlf2	27	11	44	18	-2.45454545454545	-2.44444444444444	25	-0.839218262145207	2.6963133679647e-22
chr4	141077357	141079357	Necap2	31	15	23	31	-2.06666666666667	1.34782608695652	25	0.0484334982977265	0.411545253737466
chr3	86919852	86921852	Dclk2	25	21	24	30	-1.19047619047619	1.25	25	-0.258211201039441	0.0288704501316411
chr5	117388047	117390047	Rfc5	23	17	41	19	-1.35294117647059	-2.15789473684211	25	-1.17906028736782	5.59305798139253e-32
chr4	155668198	155670198	Mib2	14	16	43	27	1.14285714285714	-1.59259259259259	25	0.738588254527892	2.06449704839145e-17
chr13	13393014	13395014	Gpr137b	22	6	53	19	-3.66666666666667	-2.78947368421053	25	-1.33639201313225	1.15613715296874e-09
chr10	63380704	63382704	Sirt1	14	22	31	33	1.57142857142857	1.06451612903226	25	0.638101417640863	3.8126086388709e-30
chr4	98382306	98384306	Tm2d1	21	15	34	30	-1.4	-1.13333333333333	25	0.442039679374013	6.2090938588858e-08
chr19	10868940	10870940	Tmem132a	22	11	44	23	-2	-1.91304347826087	25	-0.84011404246202	2.90552376922015e-52
chr1	194937819	194939819	Cd34	20	18	33	28	-1.11111111111111	-1.17857142857143	24.75	-2.67745968754278	9.53659612526562e-271
chr11	75649504	75651504	Myo1c	43	17	27	12	-2.52941176470588	-2.25	24.75	0.117789064448341	0.000393670092320838
chr11	43432744	43434744	Slu7	27	12	30	30	-2.25	0	24.75	0.113451702227805	0.142860788525355
chr14	24486125	24488125	Rps24	21	20	33	25	-1.05	-1.32	24.75	0.18834267385609	0.000802358363899744
chr5	114129386	114131386	Ung	11	10	50	28	-1.1	-1.78571428571429	24.75	-1.47798966432487	1.43602564573543e-42
chr12	106009228	106011228	Vrk1	16	16	31	36	0	1.16129032258065	24.75	-0.989944475338073	2.81838410979105e-51
chr18	10724548	10726548	Mib1	19	19	34	27	0	-1.25925925925926	24.75	-0.180099612059386	0.00109934184438619
chr7	30307717	30309717	Alkbh6	22	23	34	20	1.04545454545455	-1.7	24.75	-0.00787131169593151	0.939609831242131
chr7	114742694	114744694	Insc	42	28	18	11	-1.5	-1.63636363636364	24.75	1.94385436632767	0
chr16	31932851	31934851	Pigz	16	14	48	21	-1.14285714285714	-2.28571428571429	24.75	-0.205725949769826	0.879612068166141
chr17	33088310	33090310	Zfp563	22	19	27	31	-1.15789473684211	1.14814814814815	24.75	0.282786384032341	0.0263501412574035
chr8	120227456	120229456	Gse1	32	12	35	20	-2.66666666666667	-1.75	24.75	0.214937529996705	0.00928084729667692
chr12	4768022	4770022	Pfn4	37	16	22	24	-2.3125	1.09090909090909	24.75	-0.672534195555961	0.0677491111534584
chr11	75172682	75174682	Mir132	17	13	46	23	-1.30769230769231	-2	24.75	NA	NA
chr9	105394392	105396392	Aste1	24	12	41	22	-2	-1.86363636363636	24.75	-0.0942152708929407	0.55439471128056
chr5	124597749	124599749	Tctn2	11	18	36	34	1.63636363636364	-1.05882352941176	24.75	-0.390116962676895	3.18368187804189e-05
chr5	129907540	129909540	Nupr1l	16	13	46	24	-1.23076923076923	-1.91666666666667	24.75	0.278509449371554	0.623437993558687
chr12	100519826	100521826	Ttc7b	26	14	37	22	-1.85714285714286	-1.68181818181818	24.75	0.646457346437918	1.2698233748431e-22
chr7	79148060	79150060	Mfge8	20	11	30	38	-1.81818181818182	1.26666666666667	24.75	0.11255795747775	0.0106720294763896
chr17	35045745	35047745	Msh5	36	27	15	21	-1.33333333333333	1.4	24.75	-0.553258155211147	0.176219991903866
chr7	142094843	142096843	Dusp8	13	16	44	26	1.23076923076923	-1.69230769230769	24.75	1.46844773902724	7.03444516603338e-113
chr18	60847971	60849971	Tcof1	19	13	31	36	-1.46153846153846	1.16129032258065	24.75	-0.36570878344632	4.82044724456791e-24
chr8	36248516	36250516	Lonrf1	21	10	43	25	-2.1	-1.72	24.75	-0.730314763165574	2.82382000020107e-12
chr18	38338003	38340003	Gnpda1	20	13	30	36	-1.53846153846154	1.2	24.75	0.888506417875836	9.27895655667912e-34
chr10	81481709	81483709	Celf5	24	17	26	32	-1.41176470588235	1.23076923076923	24.75	-0.361384831017048	1.37480951289038e-08
chr4	129541713	129543713	Hdac1	29	16	33	21	-1.8125	-1.57142857142857	24.75	-0.438421804577495	6.32835967542319e-39
chr1	131278606	131280606	Ikbke	24	19	27	29	-1.26315789473684	1.07407407407407	24.75	0.412118155101645	4.88619007896831e-06
chr7	125490596	125492596	Nsmce1	24	15	34	26	-1.6	-1.30769230769231	24.75	-0.443694336968162	4.16681852968446e-12
chr16	62846040	62848040	Arl13b	20	13	34	32	-1.53846153846154	-1.0625	24.75	0.156908863996173	0.0116868262989426
chr7	123368915	123370915	Arhgap17	21	18	35	25	-1.16666666666667	-1.4	24.75	-0.372328529420447	8.37361220223057e-08
chr1	156420159	156422159	Axdnd1	28	17	30	24	-1.64705882352941	-1.25	24.75	-0.55800517047628	0.379819812436719
chr7	46709680	46711680	Saal1	21	15	40	23	-1.4	-1.73913043478261	24.75	0.00471325475478656	0.966166101859041
chr16	34744210	34746210	Mylk	11	15	36	36	1.36363636363636	0	24.5	-0.392905409695144	3.41818010992233e-11
chr2	25427703	25429703	Abca2	31	11	33	23	-2.81818181818182	-1.43478260869565	24.5	0.793635429077798	7.4080918183676e-14
chr17	34152072	34154072	H2-DMb1	14	22	29	33	1.57142857142857	1.13793103448276	24.5	0.653647322791385	8.708320169255e-47
chr4	116506549	116508549	Ipp	17	9	38	34	-1.88888888888889	-1.11764705882353	24.5	0.176495672998895	0.155108202262986
chr5	120510168	120512168	Slc8b1	20	19	35	24	-1.05263157894737	-1.45833333333333	24.5	0.499568014267301	1.20981588463328e-08
chr5	139790513	139792513	Mafk	18	20	38	22	1.11111111111111	-1.72727272727273	24.5	0.426023031132644	1.34342549274259e-07
chr4	58284960	58286960	Musk	19	19	32	28	0	-1.14285714285714	24.5	-2.89302667288975	0.00551480465301306
chr9	21164714	21166714	Pde4a	28	13	27	30	-2.15384615384615	1.11111111111111	24.5	-0.256204651203649	3.32111850549451e-05
chr10	128014168	128016168	Prim1	15	14	34	35	-1.07142857142857	1.02941176470588	24.5	-1.31689754637427	5.20112873939896e-128
chr12	108305270	108307270	Hhipl1	21	11	36	30	-1.90909090909091	-1.2	24.5	-0.312964321780599	0.000940717648105979
chr13	55598896	55600896	B4galt7	22	13	29	34	-1.69230769230769	1.17241379310345	24.5	0.874603341957985	3.23089214773214e-57
chr4	126057565	126059565	Oscp1	17	14	35	32	-1.21428571428571	-1.09375	24.5	-0.213867037954364	0.24170552576934
chr9	88326197	88328197	Nt5e	20	26	21	31	1.3	1.47619047619048	24.5	1.76383277396217	0
chr18	65429938	65431938	Malt1	15	7	43	33	-2.14285714285714	-1.3030303030303	24.5	-0.45762452138316	9.39191485759727e-05
chr3	38885940	38887940	Fat4	28	8	34	28	-3.5	-1.21428571428571	24.5	-1.25682265476134	5.86578314111951e-68
chr11	58953685	58955685	Trim17	19	18	34	27	-1.05555555555556	-1.25925925925926	24.5	0.319787387301083	0.596322582086529
chr7	141454198	141456198	Pnpla2	17	14	34	33	-1.21428571428571	-1.03030303030303	24.5	0.29327646195823	1.2003460721046e-05
chr19	8849768	8851768	Lrrn4cl	32	32	17	17	0	0	24.5	0.842696788974096	7.59620048051881e-26
chr9	58252164	58254164	Stoml1	27	18	26	27	-1.5	1.03846153846154	24.5	-0.0514538690119678	0.659199997970367
chr3	146851367	146853367	Ttll7	19	15	29	35	-1.26666666666667	1.20689655172414	24.5	0.843270895264476	1.569319434868e-10
chr14	46759541	46761541	Cdkn3	16	21	29	32	1.3125	1.10344827586207	24.5	-1.37756581855292	2.05772497581919e-48
chr11	69634519	69636519	Mir467f	20	18	33	27	-1.11111111111111	-1.22222222222222	24.5	-1.67390775406319	NA
chr13	38527824	38529824	Txndc5	37	15	22	24	-2.46666666666667	1.09090909090909	24.5	0.0376224388439723	0.368396083970551
chr13	94284857	94286857	Scamp1	16	15	33	34	-1.06666666666667	1.03030303030303	24.5	-0.21094132019151	0.000243213061157278
chr9	35199291	35201291	Tirap	25	15	38	20	-1.66666666666667	-1.9	24.5	0.29982377841466	0.000160595055261311
chr9	78488151	78490151	Eef1a1	17	24	19	38	1.41176470588235	2	24.5	0.20087751158551	6.58011913901606e-07
chr2	35462231	35464231	Ggta1	13	27	31	27	2.07692307692308	-1.14814814814815	24.5	-0.386313835746344	1.05864367420813e-10
chr11	69412675	69414675	Kdm6b	41	18	27	12	-2.27777777777778	-2.25	24.5	0.169031757223449	0.000213163848023895
chr7	144552729	144554729	Ppfia1	31	17	32	18	-1.82352941176471	-1.77777777777778	24.5	0.2923344556887	0.110351878840989
chr15	99294888	99296888	Fam186b	19	19	33	27	0	-1.22222222222222	24.5	-2.54146102835774	0.0643396854166339
chr9	98600660	98602660	Mrps22	23	19	32	24	-1.21052631578947	-1.33333333333333	24.5	-0.236412650575451	0.0107571922750092
chr7	28311072	28313072	Timm50	19	14	41	24	-1.35714285714286	-1.70833333333333	24.5	-0.162098140957705	0.0102696791088985
chr16	21946552	21948552	Tmem41a	23	9	30	36	-2.55555555555556	1.2	24.5	-0.108156077413699	0.347771673596211
chr18	31910824	31912824	Sft2d3	24	8	30	36	-3	1.2	24.5	0.062317104638109	0.691578323205517
chr1	136233264	136235264	Inava	14	12	39	33	-1.16666666666667	-1.18181818181818	24.5	1.88699297443822	3.60682555337832e-05
chr12	81594008	81596008	Med6	13	14	36	35	1.07692307692308	-1.02857142857143	24.5	0.0210431790634989	0.87845978797705
chr1	156938626	156940626	Ralgps2	18	1	45	34	-18	-1.32352941176471	24.5	-1.28596289073726	1.32525825736428e-25
chr1	52726462	52728462	Mfsd6	19	9	43	27	-2.11111111111111	-1.59259259259259	24.5	0.760618056565501	3.56425922153391e-14
chr10	81103616	81105616	Mir5615-2	33	18	21	25	-1.83333333333333	1.19047619047619	24.25	NA	NA
chr7	118711552	118713552	Ccp110	17	13	49	18	-1.30769230769231	-2.72222222222222	24.25	0.0501589052500335	0.71187103766002
chr8	84004628	84006628	Mir8111	37	25	18	17	-1.48	-1.05882352941176	24.25	NA	NA
chr13	100123852	100125852	Smn1	16	8	45	28	-2	-1.60714285714286	24.25	-0.280063708135134	1.53791320137718e-05
chr12	76764538	76766538	Churc1	28	14	33	22	-2	-1.5	24.25	0.208104619760842	0.00654383083537923
chr16	10834059	10836059	Rmi2	14	16	44	23	1.14285714285714	-1.91304347826087	24.25	-1.77146966254419	6.34632466967128e-35
chr1	74790516	74792516	Wnt10a	32	28	24	13	-1.14285714285714	-1.84615384615385	24.25	1.0531937157321	3.37167166129718e-51
chr2	118899377	118901377	Bahd1	22	17	29	29	-1.29411764705882	0	24.25	-0.288509866541647	3.7445026126707e-08
chr7	120101353	120103353	Tmem159	19	14	32	32	-1.35714285714286	0	24.25	-0.42710051403201	0.189591826342445
chr9	54916283	54918283	Hykk	24	17	36	20	-1.41176470588235	-1.8	24.25	0.0662207122424761	0.495211851465174
chr3	37638947	37640947	Spry1	16	18	35	28	1.125	-1.25	24.25	0.434686233440009	4.30686272940087e-11
chr16	77012706	77014706	Usp25	16	10	42	29	-1.6	-1.44827586206897	24.25	-0.724411643236508	4.99903774989814e-39
chr3	106683987	106685987	Lrif1	16	16	37	28	0	-1.32142857142857	24.25	0.165563197866764	0.0203824713052429
chr14	51883842	51885842	Mettl17	20	15	30	32	-1.33333333333333	1.06666666666667	24.25	-0.0632878838540426	0.761193987367953
chr9	108661098	108663098	Slc25a20	18	16	34	29	-1.125	-1.17241379310345	24.25	0.0796706834634198	0.260044527560514
chr14	122180704	122182704	Clybl	18	23	30	26	1.27777777777778	-1.15384615384615	24.25	-0.0770241968841524	0.372208690949535
chr14	31130053	31132053	Nt5dc2	23	19	23	32	-1.21052631578947	1.39130434782609	24.25	0.152810983367211	0.00110829057348342
chr12	84408071	84410071	Bbof1	14	21	29	33	1.5	1.13793103448276	24.25	0.00645983546961602	0.987318120056548
chr16	20692241	20694241	Fam131a	27	21	17	32	-1.28571428571429	1.88235294117647	24.25	0.999010716707822	5.42901542599461e-33
chr9	108807368	108809368	Nckipsd	20	17	29	31	-1.17647058823529	1.06896551724138	24.25	0.400268407689773	7.73178177059401e-05
chr2	26636985	26638985	Snora43	33	16	23	25	-2.0625	1.08695652173913	24.25	0.0681118935043627	0.939993207255973
chr7	35555304	35557304	Nudt19	34	15	31	17	-2.26666666666667	-1.82352941176471	24.25	-0.490792939909824	2.84341481993901e-07
chr2	71536891	71538891	Dlx1as	24	25	28	20	1.04166666666667	-1.4	24.25	-0.136842770910607	0.747514679809805
chr19	34474164	34476164	Ch25h	25	37	17	18	1.48	1.05882352941176	24.25	0.259882690367178	0.535274574192369
chr8	41416074	41418074	Frg1	17	20	33	27	1.17647058823529	-1.22222222222222	24.25	-0.0848211985371265	0.244779498435589
chr11	79145407	79147407	Ksr1	20	8	42	27	-2.5	-1.55555555555556	24.25	-0.999090996102911	2.08539392605847e-09
chr7	126395737	126397737	Nfatc2ip	15	9	39	34	-1.66666666666667	-1.14705882352941	24.25	-0.267099724414662	0.00836579134483716
chr4	155221592	155223592	Ski	43	17	20	17	-2.52941176470588	-1.17647058823529	24.25	-0.618748695642923	7.87022012543527e-93
chr9	37146407	37148407	Pknox2	30	19	22	26	-1.57894736842105	1.18181818181818	24.25	-1.89072667418584	1.23334271828869e-51
chr1	36444271	36446271	Lman2l	22	15	26	34	-1.46666666666667	1.30769230769231	24.25	0.176600611405039	0.00434064162860326
chr5	88675171	88677171	Grsf1	25	15	34	23	-1.66666666666667	-1.47826086956522	24.25	0.0254717874159934	0.679543114421158
chr5	100499639	100501639	Lin54	15	13	46	23	-1.15384615384615	-2	24.25	-0.387097642406798	2.08014703244284e-05
chr13	111807993	111809993	Map3k1	17	9	49	22	-1.88888888888889	-2.22727272727273	24.25	-0.62597181679948	0.000104471506024591
chr4	149425749	149427749	Ube4b	33	15	21	28	-2.2	1.33333333333333	24.25	-0.234156700913825	6.86792280929344e-05
chr19	40611233	40613233	Tctn3	17	7	36	37	-2.42857142857143	1.02777777777778	24.25	0.447368408272091	4.62594708630788e-09
chr3	152265350	152267350	Nexn	35	15	21	26	-2.33333333333333	1.23809523809524	24.25	-0.72661153110191	8.35033547617658e-29
chr8	119839544	119841544	Cotl1	25	10	29	33	-2.5	1.13793103448276	24.25	-1.43999449792399	4.11988653965855e-101
chr11	45943935	45945935	Lsm11	25	10	30	32	-2.5	1.06666666666667	24.25	0.00384941213634649	0.969670036293412
chr5	134571076	134573076	Mir7228	14	19	24	39	1.35714285714286	1.625	24	NA	NA
chr10	93432107	93434107	Mir7688	35	29	12	20	-1.20689655172414	1.66666666666667	24	NA	NA
chr13	30658999	30660999	Dusp22	20	22	27	27	1.1	0	24	0.0159793619943933	0.900708858299826
chr9	107575927	107577927	Hyal1	36	23	22	15	-1.56521739130435	-1.46666666666667	24	0.144216683080606	0.574024244318951
chr7	34911379	34913379	Pepd	15	10	40	31	-1.5	-1.29032258064516	24	0.359899132194585	1.83477996574662e-07
chr4	132767332	132769332	Rpa2	24	13	38	21	-1.84615384615385	-1.80952380952381	24	-0.978062872383003	3.80711573360631e-61
chr2	30833972	30835972	Prrx2	56	20	14	6	-2.8	-2.33333333333333	24	-0.999994951093825	1.31377572893058e-72
chr17	84625496	84627496	Dync2li1	21	20	25	30	-1.05	1.2	24	-0.238514413326384	0.00133920234348545
chr3	95587934	95589934	Golph3l	12	12	39	33	0	-1.18181818181818	24	0.460705339239324	8.4269530719516e-19
chr1	63444891	63446891	Adam23	22	14	27	33	-1.57142857142857	1.22222222222222	24	-1.2390264353044	5.15497754256166e-153
chr7	19118859	19120859	Fbxo46	26	11	25	34	-2.36363636363636	1.36	24	-0.0389161435878443	0.738227546487824
chr11	75172388	75174388	Mir212	17	10	46	23	-1.7	-2	24	-0.992700927822145	NA
chr7	24253794	24255794	Zfp108	21	14	34	27	-1.5	-1.25925925925926	24	0.0729074038586971	0.705109471635066
chr7	4876153	4878153	Isoc2a	21	23	26	26	1.0952380952381	0	24	-0.173833665743161	0.0448426449190602
chr15	75861327	75863327	Gsdmd	16	15	32	33	-1.06666666666667	1.03125	24	-0.202183011148032	0.0797083091266994
chr8	105707210	105709210	Enkd1	16	13	37	30	-1.23076923076923	-1.23333333333333	24	-0.765913845743754	1.80528786603565e-20
chr1	75316990	75318990	Dnpep	44	18	12	22	-2.44444444444444	1.83333333333333	24	0.339630069202908	2.73357519322745e-08
chr1	175691901	175693901	Opn3	21	11	29	35	-1.90909090909091	1.20689655172414	24	-0.102165250472856	0.797163963157619
chr6	4746207	4748207	Sgce	18	17	34	27	-1.05882352941176	-1.25925925925926	24	-0.27180893225786	1.55885056829543e-08
chr12	87387355	87389355	Sptlc2	31	13	35	17	-2.38461538461538	-2.05882352941176	24	-0.12010072123239	0.0700844729316001
chr5	125433121	125435121	Dhx37	25	15	37	19	-1.66666666666667	-1.94736842105263	24	-0.291298871906422	0.216045614952573
chr10	127179645	127181645	Slc26a10	28	22	26	20	-1.27272727272727	-1.3	24	0.686228719632277	0.00130954646220373
chr17	28689233	28691233	Slc26a8	24	22	35	15	-1.09090909090909	-2.33333333333333	24	0.070122037589445	0.936511485051907
chr18	24529204	24531204	Rprd1a	27	15	25	29	-1.8	1.16	24	-0.416289255332352	2.09681084965333e-10
chr2	5713515	5715515	Camk1d	27	9	28	32	-3	1.14285714285714	24	0.208885076305749	0.000256181295196674
chr7	67758742	67760742	Synm	19	17	33	27	-1.11764705882353	-1.22222222222222	24	0.0636685894318935	0.266715009492749
chr3	101923453	101925453	Slc22a15	10	15	40	31	1.5	-1.29032258064516	24	0.00058064989544248	0.997034619096501
chr13	100774899	100776899	Cenph	13	15	38	30	1.15384615384615	-1.26666666666667	24	-1.69892980260195	7.9688228186646e-35
chr16	74410825	74412825	Robo2	10	16	38	32	1.6	-1.1875	24	1.56600580638333	6.33834381160145e-219
chr9	20897623	20899623	Eif3g	25	13	34	24	-1.92307692307692	-1.41666666666667	24	0.149671764602795	0.000132029245683892
chr13	55487111	55489111	Dbn1	32	10	27	27	-3.2	0	24	-0.182275633307894	0.00174743004728251
chr11	4703342	4705342	Uqcr10	24	20	25	27	-1.2	1.08	24	0.030813405133911	0.782468319981805
chr3	97609203	97611203	Chd1l	16	16	26	38	0	1.46153846153846	24	-0.106387489078322	0.282328378820164
chr13	29854674	29856674	Cdkal1	15	14	42	25	-1.07142857142857	-1.68	24	0.0835078995899323	0.401563411139423
chr1	84934134	84936134	Slc16a14	31	10	33	22	-3.1	-1.5	24	-0.980168102532762	0.00879496149157182
chr5	110268913	110270913	Pgam5	27	8	30	31	-3.375	1.03333333333333	24	-0.322183700821838	4.51245885549933e-11
chr15	79803766	79805766	Nptxr	25	11	37	23	-2.27272727272727	-1.60869565217391	24	-0.365935908889182	1.55449341709689e-22
chr16	17560247	17562247	Lrrc74b	27	20	29	20	-1.35	-1.45	24	0.811962451364645	0.725669735345339
chr5	137332597	137334597	Slc12a9	23	9	36	28	-2.55555555555556	-1.28571428571429	24	0.0487049565837806	0.584745632819944
chr3	95356202	95358202	Setdb1	24	20	27	25	-1.2	-1.08	24	-0.146946204522625	0.000262052194219497
chr9	123716697	123718697	Lztfl1	20	16	40	20	-1.25	-2	24	1.27759345957517	5.90755623402732e-50
chr1	161037082	161039082	Snord47	20	21	19	35	1.05	1.84210526315789	23.75	NA	NA
chr4	133479132	133481132	Tent5b	30	10	36	19	-3	-1.89473684210526	23.75	-1.23577880603919	9.5376159913327e-17
chr9	55147854	55149854	Ube2q2	23	14	27	31	-1.64285714285714	1.14814814814815	23.75	-0.0579549828154295	0.354086554803068
chr9	107295026	107297026	Cish	30	16	31	18	-1.875	-1.72222222222222	23.75	-0.235030625168335	0.169182083872433
chr6	4746306	4748306	Peg10	17	17	34	27	0	-1.25925925925926	23.75	-1.31686277232025	9.85426116576525e-75
