label	Ets1	p300	Ets1_Z	p300_Z	DIFF	DIFF_Z	DIFF_Q	Ets1_Q	p300_Q
chr2 31600000 31700000	174	115	-0.153324117010468	0.325922488360562	0.00541416184	0.344987630501387	Q7	Q5	Q7
chr2 32500000 32600000	175	115	-0.138891922593654	0.325922488360562	0.00541416184	0.344987630501387	Q7	Q5	Q7
chr2 33100000 33200000	170	121	-0.211052894677725	0.481069669924221	0.00541416184	0.344987630501387	Q7	Q5	Q7
chr2 33300000 33400000	174	116	-0.153324117010468	0.351780351954506	0.00541416184	0.344987630501387	Q7	Q5	Q7
chr2 34900000 35000000	173	118	-0.167756311427282	0.403496079142392	0.00541416184	0.344987630501387	Q7	Q5	Q7
chr2 35300000 35400000	181	118	-0.0522987560927683	0.403496079142392	0.00541416184	0.344987630501387	Q7	Q5	Q7
chr2 35500000 35600000	170	121	-0.211052894677725	0.481069669924221	0.00541416184	0.344987630501387	Q7	Q5	Q7
chr2 35700000 35800000	170	117	-0.211052894677725	0.377638215548449	0.00541416184	0.344987630501387	Q7	Q5	Q7
chr2 92700000 92800000	184	114	-0.0090021728423256	0.300064624766619	0.00559953467	0.350861975311466	Q7	Q5	Q7
chr8 12000000 12100000	179	121	-0.0811631449263968	0.481069669924221	0.00562623911	0.351708221703238	Q7	Q5	Q7
chr8 13200000 13300000	177	116	-0.110027533760025	0.351780351954506	0.00562623911	0.351708221703238	Q7	Q5	Q7
chr8 13300000 13400000	176	122	-0.12445972817684	0.506927533518164	0.00562623911	0.351708221703238	Q7	Q5	Q7
chr16 64400000 64500000	177	118	-0.110027533760025	0.403496079142392	0.0060333726	0.364610018066767	Q7	Q5	Q7
chr14 28500000 28600000	170	117	-0.211052894677725	0.377638215548449	0.006209919895	0.370204687394072	Q7	Q5	Q7
chr16 10900000 11000000	181	119	-0.0522987560927683	0.429353942736335	0.00640129568	0.376269261956533	Q7	Q5	Q7
chr16 11000000 11100000	177	119	-0.110027533760025	0.429353942736335	0.00640129568	0.376269261956533	Q7	Q5	Q7
chr16 11400000 11500000	173	114	-0.167756311427282	0.300064624766619	0.00640129568	0.376269261956533	Q7	Q5	Q7
chr7 124100000 124200000	179	122	-0.0811631449263968	0.506927533518164	0.00660600482	0.382756361895261	Q7	Q5	Q7
chr12 88900000 89000000	168	115	-0.239917283511353	0.325922488360562	0.006607493617	0.382803540907041	Q7	Q5	Q7
chr7 119400000 119500000	179	115	-0.0811631449263968	0.325922488360562	0.00733926083	0.405992769500426	Q7	Q5	Q7
chr7 122700000 122800000	175	117	-0.138891922593654	0.377638215548449	0.00791147217	0.424125775914567	Q7	Q5	Q7
chr7 117100000 117200000	168	121	-0.239917283511353	0.481069669924221	0.008046027622	0.428389750959475	Q7	Q5	Q7
chr7 89600000 89700000	180	114	-0.0667309505095826	0.300064624766619	0.01000200549	0.490373421584321	Q7	Q5	Q7
chr1 73700000 73800000	179	114	-0.0811631449263968	0.300064624766619	-0.004298230001	0.0372082293635091	Q6	Q5	Q7
chr1 52500000 52600000	169	114	-0.225485089094539	0.300064624766619	-0.004156943306	0.0416855131353892	Q6	Q5	Q7
chr16 89700000 89800000	183	113	-0.0234343672591398	0.274206761172676	-0.00400919249	0.0463676407112295	Q6	Q5	Q7
chr16 90300000 90400000	174	113	-0.153324117010468	0.274206761172676	-0.00400919249	0.0463676407112295	Q6	Q5	Q7
chr16 90500000 90600000	182	114	-0.0378665616759541	0.300064624766619	-0.00400919249	0.0463676407112295	Q6	Q5	Q7
chr16 90700000 90800000	182	115	-0.0378665616759541	0.325922488360562	-0.00400919249	0.0463676407112295	Q6	Q5	Q7
chr16 91700000 91800000	179	120	-0.0811631449263968	0.455211806330278	-0.00400919249	0.0463676407112295	Q6	Q5	Q7
chr16 93000000 93100000	175	116	-0.138891922593654	0.351780351954506	-0.00400919249	0.0463676407112295	Q6	Q5	Q7
chr16 93500000 93600000	173	115	-0.167756311427282	0.325922488360562	-0.00400919249	0.0463676407112295	Q6	Q5	Q7
chr16 94100000 94200000	181	120	-0.0522987560927683	0.455211806330278	-0.00400919249	0.0463676407112295	Q6	Q5	Q7
chr16 94800000 94900000	179	122	-0.0811631449263968	0.506927533518164	-0.00400919249	0.0463676407112295	Q6	Q5	Q7
chr16 94900000 95000000	184	120	-0.0090021728423256	0.455211806330278	-0.00400919249	0.0463676407112295	Q6	Q5	Q7
chr16 95800000 95900000	172	121	-0.182188505844097	0.481069669924221	-0.00400919249	0.0463676407112295	Q6	Q5	Q7
chr2 110500000 110600000	177	119	-0.110027533760025	0.429353942736335	-0.003887557562	0.0502221727266341	Q6	Q5	Q7
chr9 52000000 52100000	178	120	-0.0955953393432111	0.455211806330278	-0.00384203035	0.0516649005607487	Q6	Q5	Q7
chr9 52400000 52500000	177	113	-0.110027533760025	0.274206761172676	-0.00384203035	0.0516649005607487	Q6	Q5	Q7
chr3 96800000 96900000	178	119	-0.0955953393432111	0.429353942736335	-0.00377156722	0.0538978314709442	Q6	Q5	Q7
chr3 121300000 121400000	172	114	-0.182188505844097	0.300064624766619	-0.00301788052	0.0777816743974976	Q6	Q5	Q7
chr3 122100000 122200000	170	118	-0.211052894677725	0.403496079142392	-0.00301788052	0.0777816743974976	Q6	Q5	Q7
chr3 100600000 100700000	175	120	-0.138891922593654	0.455211806330278	-0.00298861951	0.0787089368352087	Q6	Q5	Q7
chr11 59300000 59400000	175	115	-0.138891922593654	0.325922488360562	-0.00272676954	0.0870067926336494	Q6	Q5	Q7
chr11 59500000 59600000	176	116	-0.12445972817684	0.351780351954506	-0.00272676954	0.0870067926336494	Q6	Q5	Q7
chr3 85000000 85100000	179	122	-0.0811631449263968	0.506927533518164	-0.002578279	0.0917123615835051	Q6	Q5	Q7
chr3 138400000 138500000	183	113	-0.0234343672591398	0.274206761172676	-0.00253441336	0.0931024352780956	Q6	Q5	Q7
chr16 29700000 29800000	178	119	-0.0955953393432111	0.429353942736335	-0.00226850767	0.101528814214113	Q6	Q5	Q7
chr16 34000000 34100000	173	116	-0.167756311427282	0.351780351954506	-0.00226850767	0.101528814214113	Q6	Q5	Q7
chr16 34800000 34900000	168	113	-0.239917283511353	0.274206761172676	-0.00226850767	0.101528814214113	Q6	Q5	Q7
chr16 35400000 35500000	172	118	-0.182188505844097	0.403496079142392	-0.00226850767	0.101528814214113	Q6	Q5	Q7
chr16 35500000 35600000	171	119	-0.196620700260911	0.429353942736335	-0.00226850767	0.101528814214113	Q6	Q5	Q7
chr11 43500000 43600000	180	118	-0.0667309505095826	0.403496079142392	-0.00211816782	0.106292986599007	Q6	Q5	Q7
chr9 71200000 71300000	179	121	-0.0811631449263968	0.481069669924221	-0.00192190559	0.112512409435757	Q6	Q5	Q7
chr9 80200000 80300000	184	115	-0.0090021728423256	0.325922488360562	-0.0018381111	0.115167802501962	Q6	Q5	Q7
chr3 52100000 52200000	181	117	-0.0522987560927683	0.377638215548449	-0.00175583879	0.117774958670758	Q6	Q5	Q7
chr10 75900000 76000000	178	114	-0.0955953393432111	0.300064624766619	-0.00166889797	0.120530056894975	Q6	Q5	Q7
chr10 76500000 76600000	176	115	-0.12445972817684	0.325922488360562	-0.00166889797	0.120530056894975	Q6	Q5	Q7
chr10 76600000 76700000	180	118	-0.0667309505095826	0.403496079142392	-0.00166889797	0.120530056894975	Q6	Q5	Q7
chr10 80200000 80300000	174	122	-0.153324117010468	0.506927533518164	-0.00166889797	0.120530056894975	Q6	Q5	Q7
chr10 80500000 80600000	170	115	-0.211052894677725	0.325922488360562	-0.00166889797	0.120530056894975	Q6	Q5	Q7
chr10 84100000 84200000	183	117	-0.0234343672591398	0.377638215548449	-0.00166889797	0.120530056894975	Q6	Q5	Q7
chr16 4700000 4800000	178	118	-0.0955953393432111	0.403496079142392	-0.00137927266	0.12970809521195	Q6	Q5	Q7
chr16 61900000 62000000	181	118	-0.0522987560927683	0.403496079142392	-0.001288915512	0.132571454655766	Q6	Q5	Q7
chr10 43200000 43300000	181	114	-0.0522987560927683	0.300064624766619	-0.00100151743	0.141678913561278	Q6	Q5	Q7
chr16 14200000 14300000	179	121	-0.0811631449263968	0.481069669924221	-0.000997293619999999	0.141812763361986	Q6	Q5	Q7
chr16 14300000 14400000	179	122	-0.0811631449263968	0.506927533518164	-0.000997293619999999	0.141812763361986	Q6	Q5	Q7
chr16 16900000 17000000	168	116	-0.239917283511353	0.351780351954506	-0.000997293619999999	0.141812763361986	Q6	Q5	Q7
chr16 17400000 17500000	172	117	-0.182188505844097	0.377638215548449	-0.000997293619999999	0.141812763361986	Q6	Q5	Q7
chr16 18600000 18700000	175	115	-0.138891922593654	0.325922488360562	-0.000997293619999999	0.141812763361986	Q6	Q5	Q7
chr16 18700000 18800000	180	113	-0.0667309505095826	0.274206761172676	-0.000997293619999999	0.141812763361986	Q6	Q5	Q7
chr9 40200000 40300000	178	116	-0.0955953393432111	0.351780351954506	-0.000960979779999999	0.142963525410222	Q6	Q5	Q7
chr10 8500000 8600000	169	113	-0.225485089094539	0.274206761172676	-0.000904133519999999	0.144764946537597	Q6	Q5	Q7
chr10 8600000 8700000	181	116	-0.0522987560927683	0.351780351954506	-0.000904133519999999	0.144764946537597	Q6	Q5	Q7
chr3 116400000 116500000	177	117	-0.110027533760025	0.377638215548449	-0.000835253939999996	0.146947695774869	Q6	Q5	Q7
chr3 116600000 116700000	184	114	-0.0090021728423256	0.300064624766619	-0.000835253939999996	0.146947695774869	Q6	Q5	Q7
chr11 83700000 83800000	181	118	-0.0522987560927683	0.403496079142392	-0.000805041989999998	0.147905092884709	Q6	Q5	Q7
chr7 37600000 37700000	170	116	-0.211052894677725	0.351780351954506	-0.000791521773	0.148333539796617	Q6	Q5	Q7
chr3 144000000 144100000	173	116	-0.167756311427282	0.351780351954506	-0.000787561940000001	0.148459024337325	Q6	Q5	Q7
chr11 20900000 21000000	180	117	-0.0667309505095826	0.377638215548449	-0.000638414769999998	0.153185401466204	Q6	Q5	Q7
chr1 193000000 193100000	183	119	-0.0234343672591398	0.429353942736335	-0.000466746081000001	0.158625470932049	Q6	Q5	Q7
chr3 73700000 73800000	171	115	-0.196620700260911	0.325922488360562	-0.00044897201	0.159188719719548	Q6	Q5	Q7
chr3 92600000 92700000	178	114	-0.0955953393432111	0.300064624766619	-0.000312729150000003	0.163506167630071	Q6	Q5	Q7
chr3 93300000 93400000	181	118	-0.0522987560927683	0.403496079142392	-0.000312729150000003	0.163506167630071	Q6	Q5	Q7
chr7 82500000 82600000	174	120	-0.153324117010468	0.455211806330278	-9.66551599999935e-05	0.170353412297748	Q6	Q5	Q7
chr9 93200000 93300000	172	120	-0.182188505844097	0.455211806330278	-1.95283899999989e-05	0.172797509639671	Q6	Q5	Q7
chr9 57900000 58000000	176	121	-0.12445972817684	0.481069669924221	3.16974499999997e-05	0.174420823300826	Q6	Q5	Q7
chr2 97700000 97800000	180	117	-0.0667309505095826	0.377638215548449	0.00018100612	0.179152318260008	Q6	Q5	Q7
chr11 70500000 70600000	180	116	-0.0667309505095826	0.351780351954506	0.000265896910000001	0.181842452362508	Q6	Q5	Q7
chr17 13500000 13600000	182	122	-0.0378665616759541	0.506927533518164	0.000316614819999998	0.183449670051241	Q6	Q5	Q7
chr17 14800000 14900000	173	117	-0.167756311427282	0.377638215548449	0.000316614819999998	0.183449670051241	Q6	Q5	Q7
chr9 28200000 28300000	183	115	-0.0234343672591398	0.325922488360562	0.000414045060000002	0.186537171195227	Q6	Q5	Q7
chr9 29700000 29800000	172	113	-0.182188505844097	0.274206761172676	0.000414045060000002	0.186537171195227	Q6	Q5	Q7
chr5 73600000 73700000	180	115	-0.0667309505095826	0.325922488360562	0.000433820410000001	0.187163839216856	Q6	Q5	Q7
chr5 74400000 74500000	173	114	-0.167756311427282	0.300064624766619	0.000433820410000001	0.187163839216856	Q6	Q5	Q7
chr5 75200000 75300000	175	113	-0.138891922593654	0.274206761172676	0.000433820410000001	0.187163839216856	Q6	Q5	Q7
chr16 20700000 20800000	168	115	-0.239917283511353	0.325922488360562	0.000490345999999999	0.188955098519814	Q6	Q5	Q7
chr16 21400000 21500000	178	117	-0.0955953393432111	0.377638215548449	0.000490345999999999	0.188955098519814	Q6	Q5	Q7
chr16 22400000 22500000	175	116	-0.138891922593654	0.351780351954506	0.000490345999999999	0.188955098519814	Q6	Q5	Q7
chr16 23100000 23200000	180	116	-0.0667309505095826	0.351780351954506	0.000490345999999999	0.188955098519814	Q6	Q5	Q7
chr3 128800000 128900000	184	118	-0.0090021728423256	0.403496079142392	0.000583673159999999	0.191912575718525	Q6	Q5	Q7
chr5 105500000 105600000	171	114	-0.196620700260911	0.300064624766619	0.000605877730000003	0.192616224147151	Q6	Q5	Q7
chr5 115800000 115900000	181	113	-0.0522987560927683	0.274206761172676	0.000605877730000003	0.192616224147151	Q6	Q5	Q7
chr5 116400000 116500000	168	115	-0.239917283511353	0.325922488360562	0.000605877730000003	0.192616224147151	Q6	Q5	Q7
chr5 118700000 118800000	178	119	-0.0955953393432111	0.429353942736335	0.000605877730000003	0.192616224147151	Q6	Q5	Q7
chr5 131400000 131500000	184	118	-0.0090021728423256	0.403496079142392	0.000605877730000003	0.192616224147151	Q6	Q5	Q7
chr5 131500000 131600000	180	114	-0.0667309505095826	0.300064624766619	0.000605877730000003	0.192616224147151	Q6	Q5	Q7
chr5 138700000 138800000	179	117	-0.0811631449263968	0.377638215548449	0.000605877730000003	0.192616224147151	Q6	Q5	Q7
chr5 143700000 143800000	169	113	-0.225485089094539	0.274206761172676	0.000605877730000003	0.192616224147151	Q6	Q5	Q7
chr5 147300000 147400000	184	116	-0.0090021728423256	0.351780351954506	0.000605877730000003	0.192616224147151	Q6	Q5	Q7
chr5 148200000 148300000	182	113	-0.0378665616759541	0.274206761172676	0.000605877730000003	0.192616224147151	Q6	Q5	Q7
chr5 149000000 149100000	177	117	-0.110027533760025	0.377638215548449	0.000605877730000003	0.192616224147151	Q6	Q5	Q7
chr5 150400000 150500000	174	113	-0.153324117010468	0.274206761172676	0.000605877730000003	0.192616224147151	Q6	Q5	Q7
chr7 96200000 96300000	181	117	-0.0522987560927683	0.377638215548449	0.000611075270000004	0.192780930820315	Q6	Q5	Q7
chr7 102400000 102500000	169	113	-0.225485089094539	0.274206761172676	0.000611075270000004	0.192780930820315	Q6	Q5	Q7
chr5 67400000 67500000	180	113	-0.0667309505095826	0.274206761172676	0.00063672671	0.193593808324721	Q6	Q5	Q7
chr16 82000000 82100000	171	117	-0.196620700260911	0.377638215548449	0.000730394511	0.196562080215892	Q6	Q5	Q7
chr7 36600000 36700000	179	114	-0.0811631449263968	0.300064624766619	0.000798994629999999	0.198735973515241	Q6	Q5	Q7
chr8 25900000 26000000	182	121	-0.0378665616759541	0.481069669924221	0.000859795050000001	0.200662699409633	Q6	Q5	Q7
chr16 47300000 47400000	168	114	-0.239917283511353	0.300064624766619	0.000882951133	0.201396500668387	Q6	Q5	Q7
chr16 47900000 48000000	174	113	-0.153324117010468	0.274206761172676	0.000882951133	0.201396500668387	Q6	Q5	Q7
chr17 58500000 58600000	174	114	-0.153324117010468	0.300064624766619	0.001033678178	0.206172943011822	Q6	Q5	Q7
chr3 63700000 63800000	182	119	-0.0378665616759541	0.429353942736335	0.00110316782	0.208375024718386	Q6	Q5	Q7
chr3 124700000 124800000	183	113	-0.0234343672591398	0.274206761172676	0.00132556497	0.215422646227314	Q6	Q5	Q7
chr5 59500000 59600000	183	113	-0.0234343672591398	0.274206761172676	0.00135044792	0.216211170781813	Q6	Q5	Q7
chr17 47000000 47100000	175	120	-0.138891922593654	0.455211806330278	0.00136598906	0.216703659433476	Q6	Q5	Q7
chr17 6800000 6900000	184	122	-0.0090021728423256	0.506927533518164	0.00136918575	0.216804960467241	Q6	Q5	Q7
chr11 50400000 50500000	172	115	-0.182188505844097	0.325922488360562	0.00162889781	0.225035067283736	Q6	Q5	Q7
chr11 53600000 53700000	176	115	-0.12445972817684	0.325922488360562	0.00162889781	0.225035067283736	Q6	Q5	Q7
chr2 181200000 181300000	170	114	-0.211052894677725	0.300064624766619	0.00185034395	0.232052551902281	Q6	Q5	Q7
chr9 101800000 101900000	168	122	-0.239917283511353	0.506927533518164	0.00212233664	0.240671823922247	Q6	Q5	Q7
chr9 102500000 102600000	171	120	-0.196620700260911	0.455211806330278	0.00212233664	0.240671823922247	Q6	Q5	Q7
chr9 112500000 112600000	175	116	-0.138891922593654	0.351780351954506	0.00212233664	0.240671823922247	Q6	Q5	Q7
chr11 15700000 15800000	172	115	-0.182188505844097	0.325922488360562	0.0021305384	0.240931732379649	Q6	Q5	Q7
chr3 97700000 97800000	170	113	-0.211052894677725	0.274206761172676	0.00213319783	0.241016007992306	Q6	Q5	Q7
chr3 98000000 98100000	179	116	-0.0811631449263968	0.351780351954506	0.00213319783	0.241016007992306	Q6	Q5	Q7
chr15 48400000 48500000	172	113	-0.182188505844097	0.274206761172676	0.002222094488	0.243833085454821	Q6	Q5	Q7
chr10 99700000 99800000	181	113	-0.0522987560927683	0.274206761172676	0.00224486386	0.244554632092681	Q6	Q5	Q7
chr2 164500000 164600000	171	116	-0.196620700260911	0.351780351954506	0.00224988451	0.244713733236417	Q6	Q5	Q7
chr2 164700000 164800000	181	122	-0.0522987560927683	0.506927533518164	0.00224988451	0.244713733236417	Q6	Q5	Q7
chr2 164800000 164900000	180	118	-0.0667309505095826	0.403496079142392	0.00224988451	0.244713733236417	Q6	Q5	Q7
chr2 165100000 165200000	181	120	-0.0522987560927683	0.455211806330278	0.00224988451	0.244713733236417	Q6	Q5	Q7
chr2 165700000 165800000	170	121	-0.211052894677725	0.481069669924221	0.00224988451	0.244713733236417	Q6	Q5	Q7
chr2 167400000 167500000	182	118	-0.0378665616759541	0.403496079142392	0.00224988451	0.244713733236417	Q6	Q5	Q7
chr2 168600000 168700000	181	122	-0.0522987560927683	0.506927533518164	0.00224988451	0.244713733236417	Q6	Q5	Q7
chr10 69100000 69200000	176	117	-0.12445972817684	0.377638215548449	0.00234505135	0.247729508701709	Q6	Q5	Q7
chr10 61300000 61400000	179	121	-0.0811631449263968	0.481069669924221	0.0023557302	0.248067914535374	Q6	Q5	Q7
chr4 68100000 68200000	181	114	-0.0522987560927683	0.300064624766619	-0.012723949333	-0.229797354082123	Q5	Q5	Q7
chr4 68700000 68800000	173	116	-0.167756311427282	0.351780351954506	-0.012723949333	-0.229797354082123	Q5	Q5	Q7
chr1 152200000 152300000	176	116	-0.12445972817684	0.351780351954506	-0.01209600265	-0.209898130780156	Q5	Q5	Q7
chr3 30000000 30100000	180	114	-0.0667309505095826	0.300064624766619	-0.00874798976	-0.103801772730006	Q5	Q5	Q7
chr4 46500000 46600000	178	114	-0.0955953393432111	0.300064624766619	-0.00797965463	-0.0794537305529673	Q5	Q5	Q7
chr3 45400000 45500000	178	114	-0.0955953393432111	0.300064624766619	-0.00787548616	-0.07615269926851	Q5	Q5	Q7
chr16 68800000 68900000	183	115	-0.0234343672591398	0.325922488360562	-0.007696401043	-0.070477608007232	Q5	Q5	Q7
chr3 107500000 107600000	173	113	-0.167756311427282	0.274206761172676	-0.0068330259	-0.0431178094303131	Q5	Q5	Q7
chr3 109000000 109100000	173	117	-0.167756311427282	0.377638215548449	-0.0068330259	-0.0431178094303131	Q5	Q5	Q7
chr5 81100000 81200000	178	120	-0.0955953393432111	0.455211806330278	-0.00599636128	-0.0166044500114929	Q5	Q5	Q7
chr5 81900000 82000000	169	115	-0.225485089094539	0.325922488360562	-0.00599636128	-0.0166044500114929	Q5	Q5	Q7
chr5 83600000 83700000	182	119	-0.0378665616759541	0.429353942736335	-0.00599636128	-0.0166044500114929	Q5	Q5	Q7
chr10 46500000 46600000	183	115	-0.0234343672591398	0.325922488360562	-0.005799633858	-0.0103702855418349	Q5	Q5	Q7
chr10 49200000 49300000	180	116	-0.0667309505095826	0.351780351954506	-0.005799633858	-0.0103702855418349	Q5	Q5	Q7
chr12 92700000 92800000	173	114	-0.167756311427282	0.300064624766619	-0.00575380551	-0.00891801490309945	Q5	Q5	Q7
chr4 77800000 77900000	179	119	-0.0811631449263968	0.429353942736335	-0.020487465082	-0.47581813527269	Q4	Q5	Q7
chr12 27200000 27300000	172	117	-0.182188505844097	0.377638215548449	-0.018936867585	-0.426680705806766	Q4	Q5	Q7
chr1 192400000 192500000	172	122	-0.182188505844097	0.506927533518164	-0.017526589195	-0.381989897876265	Q4	Q5	Q7
chr4 82300000 82400000	177	114	-0.110027533760025	0.300064624766619	-0.015804929348	-0.327431613434332	Q4	Q5	Q7
chr14 15600000 15700000	171	117	-0.196620700260911	0.377638215548449	-0.014798049689	-0.295524249775801	Q4	Q5	Q7
chr4 130700000 130800000	170	122	-0.211052894677725	0.506927533518164	-0.01357648238	-0.256813573665464	Q4	Q5	Q7
chr4 93600000 93700000	173	116	-0.167756311427282	0.351780351954506	-0.028962115774	-0.744374321795731	Q3	Q5	Q7
chr8 43000000 43100000	180	120	-0.0667309505095826	0.455211806330278	-0.028909403005	-0.742703888318505	Q3	Q5	Q7
chr1 176800000 176900000	170	114	-0.211052894677725	0.300064624766619	-0.027391589999	-0.694605378118997	Q3	Q5	Q7
chr12 57500000 57600000	183	118	-0.0234343672591398	0.403496079142392	-0.02714678037	-0.686847519680014	Q3	Q5	Q7
chr1 155200000 155300000	175	118	-0.138891922593654	0.403496079142392	-0.02694585343	-0.68048027520738	Q3	Q5	Q7
chr8 51300000 51400000	177	115	-0.110027533760025	0.325922488360562	-0.026050033289	-0.652092315677131	Q3	Q5	Q7
chr4 84500000 84600000	183	116	-0.0234343672591398	0.351780351954506	-0.025432789967	-0.63253227494653	Q3	Q5	Q7
chr4 85100000 85200000	184	122	-0.0090021728423256	0.506927533518164	-0.025432789967	-0.63253227494653	Q3	Q5	Q7
chr8 52100000 52200000	181	113	-0.0522987560927683	0.274206761172676	-0.024380591422	-0.599188785169773	Q3	Q5	Q7
chr8 52400000 52500000	180	115	-0.0667309505095826	0.325922488360562	-0.022883868121	-0.55175859404978	Q3	Q5	Q7
chr1 119400000 119500000	176	122	-0.12445972817684	0.506927533518164	-0.022328018726	-0.534144087065645	Q3	Q5	Q7
chr1 96900000 97000000	179	114	-0.0811631449263968	0.300064624766619	-0.04379613914	-1.21445490573382	Q2	Q5	Q7
chr1 22000000 22100000	182	119	-0.0378665616759541	0.429353942736335	-0.03698619568	-0.998652212204329	Q2	Q5	Q7
chr1 32900000 33000000	179	121	-0.0811631449263968	0.481069669924221	-0.03698619568	-0.998652212204329	Q2	Q5	Q7
chr16 12500000 12600000	169	115	-0.225485089094539	0.325922488360562	-0.036723980452	-0.990342781616656	Q2	Q5	Q7
chr12 29900000 30000000	173	114	-0.167756311427282	0.300064624766619	-0.03525708368	-0.943857773864872	Q2	Q5	Q7
chr15 16600000 16700000	184	114	-0.0090021728423256	0.300064624766619	-0.03479752364	-0.92929461411868	Q2	Q5	Q7
chr15 19800000 19900000	171	114	-0.196620700260911	0.300064624766619	-0.03479752364	-0.92929461411868	Q2	Q5	Q7
chr15 24200000 24300000	171	114	-0.196620700260911	0.300064624766619	-0.03479752364	-0.92929461411868	Q2	Q5	Q7
chr18 83000000 83100000	179	114	-0.0811631449263968	0.300064624766619	-0.12242673426	-3.70620749081659	Q1	Q5	Q7
chr18 84700000 84800000	184	119	-0.0090021728423256	0.429353942736335	-0.09005138545	-2.68025367516557	Q1	Q5	Q7
chr18 84800000 84900000	183	115	-0.0234343672591398	0.325922488360562	-0.09005138545	-2.68025367516557	Q1	Q5	Q7
chr12 83200000 83300000	181	116	-0.0522987560927683	0.351780351954506	-0.08275102845	-2.44891009447646	Q1	Q5	Q7
chr12 87300000 87400000	184	115	-0.0090021728423256	0.325922488360562	-0.08275102845	-2.44891009447646	Q1	Q5	Q7
chr18 58000000 58100000	181	114	-0.0522987560927683	0.300064624766619	-0.07951913266	-2.34649341204946	Q1	Q5	Q7
chr18 74600000 74700000	177	114	-0.110027533760025	0.300064624766619	-0.07938505165	-2.34224447176396	Q1	Q5	Q7
chr18 78100000 78200000	171	114	-0.196620700260911	0.300064624766619	-0.07938505165	-2.34224447176396	Q1	Q5	Q7
chr18 78300000 78400000	181	116	-0.0522987560927683	0.351780351954506	-0.07938505165	-2.34224447176396	Q1	Q5	Q7
chr18 64100000 64200000	183	113	-0.0234343672591398	0.274206761172676	-0.0753043255	-2.2129289055043	Q1	Q5	Q7
chr12 73000000 73100000	183	113	-0.0234343672591398	0.274206761172676	-0.07204363854	-2.10959984956461	Q1	Q5	Q7
chr12 73700000 73800000	175	119	-0.138891922593654	0.429353942736335	-0.07204363854	-2.10959984956461	Q1	Q5	Q7
chr13 38500000 38600000	172	117	-0.182188505844097	0.377638215548449	-0.06799328848	-1.98124688190497	Q1	Q5	Q7
chr1 129000000 129100000	177	114	-0.110027533760025	0.300064624766619	-0.06659059431	-1.93679641298961	Q1	Q5	Q7
chr18 30200000 30300000	183	121	-0.0234343672591398	0.481069669924221	-0.06618649979	-1.92399091961529	Q1	Q5	Q7
chr18 35200000 35300000	171	113	-0.196620700260911	0.274206761172676	-0.06618649979	-1.92399091961529	Q1	Q5	Q7
chr1 190600000 190700000	178	118	-0.0955953393432111	0.403496079142392	-0.06577355203	-1.91090487280471	Q1	Q5	Q7
chr12 55900000 56000000	170	115	-0.211052894677725	0.325922488360562	-0.06550123104	-1.90227519717057	Q1	Q5	Q7
chr13 70700000 70800000	183	116	-0.0234343672591398	0.351780351954506	-0.06218974855	-1.79733646381467	Q1	Q5	Q7
chr13 97500000 97600000	173	120	-0.167756311427282	0.455211806330278	-0.06170730473	-1.78204813191526	Q1	Q5	Q7
chr1 172600000 172700000	183	117	-0.0234343672591398	0.377638215548449	-0.05651504219	-1.61750869803805	Q1	Q5	Q7
chr4 127900000 128000000	184	121	-0.0090021728423256	0.481069669924221	-0.05646535724	-1.61593421418207	Q1	Q5	Q7
chr1 106800000 106900000	180	116	-0.0667309505095826	0.351780351954506	-0.05547236778	-1.58446702192518	Q1	Q5	Q7
chr1 141100000 141200000	174	115	-0.153324117010468	0.325922488360562	-0.05463381199	-1.55789373255506	Q1	Q5	Q7
chr1 145600000 145700000	171	120	-0.196620700260911	0.455211806330278	-0.05463381199	-1.55789373255506	Q1	Q5	Q7
chr19 5200000 5300000	168	121	-0.239917283511353	0.481069669924221	-0.05210053248	-1.47761574714561	Q1	Q5	Q7
chr1 100500000 100600000	174	119	-0.153324117010468	0.429353942736335	-0.04822510531	-1.35480597247189	Q1	Q5	Q7
chr12 117500000 117600000	181	121	-0.0522987560927683	0.481069669924221	-0.04789591939	-1.34437428407018	Q1	Q5	Q7
chr12 119100000 119200000	170	119	-0.211052894677725	0.429353942736335	-0.04789591939	-1.34437428407018	Q1	Q5	Q7
chr18 16600000 16700000	177	117	-0.110027533760025	0.377638215548449	-0.047848787	-1.34288068918584	Q1	Q5	Q7
chr1 191300000 191400000	162	120	-0.326510450012239	0.455211806330278	0.03683607612	1.34072772398472	Q10	Q4	Q7
chr1 191600000 191700000	164	115	-0.29764606117861	0.325922488360562	0.03683607612	1.34072772398472	Q10	Q4	Q7
chr1 87000000 87100000	156	118	-0.413103616513124	0.403496079142392	0.04127515825	1.48139935893727	Q10	Q4	Q7
chr1 133800000 133900000	164	113	-0.29764606117861	0.274206761172676	0.04128448456	1.48169490365516	Q10	Q4	Q7
chr1 134100000 134200000	165	115	-0.283213866761796	0.325922488360562	0.04128448456	1.48169490365516	Q10	Q4	Q7
chr1 134200000 134300000	156	122	-0.413103616513124	0.506927533518164	0.04128448456	1.48169490365516	Q10	Q4	Q7
chr1 134300000 134400000	167	113	-0.254349477928168	0.274206761172676	0.04128448456	1.48169490365516	Q10	Q4	Q7
