chr.x	starts	end	DAY0	DAY4	DIFF	label	AB_chr	AB_starts	AB_ends	DAY0_AB	DAY4_AB	chr.y	RE_starts	RE_ends	gene	log2FoldChange	padj	DAY0_Ets1	DAY4_Ets1	DAY0_p300	DAY4_p300	DAY0_ATAC	DAY4_ATAC	Ets1_FC	p300_FC	ATAC_FC	st	RE_len	cate	comp
chr4	133100000	133200000	-0.01234903668	0.01144924207	0.02379827875	chr4 133100000 133200000	chr4	133100000	133200000	-0.01234903668	0.01144924207	chr4	133129505	133131505	Wasf2	-0.244500994489759	4.41460374940217e-08	3	6	4	0	280	199	1.75	-5	-1.405	+	2000	PROMOTER	BtoA
chr4	133100000	133200000	-0.01234903668	0.01144924207	0.02379827875	chr4 133100000 133200000	chr4	133100000	133200000	-0.01234903668	0.01144924207	chr4	133194655	133196655	Mir7017	NA	NA	0	5	2	2	10	18	6	0	1.72727272727273	+	2000	PROMOTER	BtoA
chr4	133200000	133300000	-0.01234903668	0.01144924207	0.02379827875	chr4 133200000 133300000	chr4	133200000	133300000	-0.01234903668	0.01144924207	chr4	133211536	133213536	Gpr3	-2.64697568035989	0.296137469289686	5	5	1	6	48	39	0	3.5	-1.225	+	2000	PROMOTER	BtoA
chr4	133200000	133300000	-0.01234903668	0.01144924207	0.02379827875	chr4 133200000 133300000	chr4	133200000	133300000	-0.01234903668	0.01144924207	chr4	133211131	133213131	Cd164l2	NA	NA	7	4	2	4	42	39	-1.6	1.66666666666667	-1.075	+	2000	PROMOTER	BtoA
chr4	133200000	133300000	-0.01234903668	0.01144924207	0.02379827875	chr4 133200000 133300000	chr4	133200000	133300000	-0.01234903668	0.01144924207	chr4	133239818	133241818	Map3k6	-0.116095534352431	0.17801710413675	3	5	1	2	586	617	1.5	1.5	1.05281090289608	+	2000	PROMOTER	BtoA
chr4	133200000	133300000	-0.01234903668	0.01144924207	0.02379827875	chr4 133200000 133300000	chr4	133200000	133300000	-0.01234903668	0.01144924207	chr4	133276792	133278792	Tmem222	-0.196244633541342	0.00414861365070414	0	1	2	3	232	154	2	1.33333333333333	-1.50322580645161	+	2000	PROMOTER	BtoA
chr4	133200000	133300000	-0.01234903668	0.01144924207	0.02379827875	chr4 133200000 133300000	chr4	133200000	133300000	-0.01234903668	0.01144924207	chr4	133283900	133287300	Tmem222	-0.196244633541342	0.00414861365070414	3	2	1	1	23	26	-1.5	0	1.1304347826087	+	3400	ENHANCER	BtoA
chr4	133300000	133400000	-0.01234903668	0.01144924207	0.02379827875	chr4 133300000 133400000	chr4	133300000	133400000	-0.01234903668	0.01144924207	chr4	133352481	133354481	Wdtc1	0.210598474695754	0.00531622924142171	3	2	0	2	34	49	-1.33333333333333	3	1.42857142857143	+	2000	PROMOTER	BtoA
chr4	133300000	133400000	-0.01234903668	0.01144924207	0.02379827875	chr4 133300000 133400000	chr4	133300000	133400000	-0.01234903668	0.01144924207	chr4	133368776	133370776	Mir5122	NA	NA	4	5	2	3	148	135	1.2	1.33333333333333	-1.09558823529412	+	2000	PROMOTER	BtoA
chr4	133300000	133400000	-0.01234903668	0.01144924207	0.02379827875	chr4 133300000 133400000	chr4	133300000	133400000	-0.01234903668	0.01144924207	chr4	133368706	133370706	Slc9a1	0.732849571608807	8.25662783940597e-107	4	5	3	3	146	135	1.2	0	-1.08088235294118	+	2000	PROMOTER	BtoA
chr4	133400000	133500000	-0.01234903668	0.01144924207	0.02379827875	chr4 133400000 133500000	chr4	133400000	133500000	-0.01234903668	0.01144924207	chr4	133441300	133444300	Slc9a1	0.732849571608807	8.25662783940597e-107	3	2	4	3	65	73	-1.5	-1.33333333333333	1.12307692307692	+	3000	ENHANCER	BtoA
chr4	133400000	133500000	-0.01234903668	0.01144924207	0.02379827875	chr4 133400000 133500000	chr4	133400000	133500000	-0.01234903668	0.01144924207	chr4	133497550	133499550	Trnp1	0.232457014224	0.017434626931398	2	3	1	3	84	79	1.33333333333333	2	-1.0625	+	2000	PROMOTER	BtoA
chr4	133400000	133500000	-0.01234903668	0.01144924207	0.02379827875	chr4 133400000 133500000	chr4	133400000	133500000	-0.01234903668	0.01144924207	chr4	133462200	133464200	Tent5b	-1.23577880603919	9.5376159913327e-17	1	6	0	3	19	16	6	Inf	-1.1875	+	2000	ENHANCER	BtoA
chr4	133400000	133500000	-0.01234903668	0.01144924207	0.02379827875	chr4 133400000 133500000	chr4	133400000	133500000	-0.01234903668	0.01144924207	chr4	133479132	133481132	Tent5b	-1.23577880603919	9.5376159913327e-17	1	2	3	5	266	292	1.5	1.5	1.09737827715356	+	2000	PROMOTER	BtoA
chr4	133500000	133600000	-0.01234903668	0.01144924207	0.02379827875	chr4 133500000 133600000	chr4	133500000	133600000	-0.01234903668	0.01144924207	chr4	133552376	133554376	Nr0b2	NA	NA	4	2	2	3	17	32	-1.66666666666667	1.33333333333333	1.83333333333333	+	2000	PROMOTER	BtoA
chr4	133500000	133600000	-0.01234903668	0.01144924207	0.02379827875	chr4 133500000 133600000	chr4	133500000	133600000	-0.01234903668	0.01144924207	chr4	133573745	133575745	Gpatch3	0.091446404162278	0.626716166815201	0	2	2	2	152	118	3	0	-1.28571428571429	+	2000	PROMOTER	BtoA
chr4	133500000	133600000	-0.01234903668	0.01144924207	0.02379827875	chr4 133500000 133600000	chr4	133500000	133600000	-0.01234903668	0.01144924207	chr4	133583362	133585362	Gpn2	0.538662124516077	1.52943523956461e-08	4	1	1	1	139	73	-2.5	0	-1.89189189189189	+	2000	PROMOTER	BtoA
chr4	133500000	133600000	-0.01234903668	0.01144924207	0.02379827875	chr4 133500000 133600000	chr4	133500000	133600000	-0.01234903668	0.01144924207	chr4	133544996	133546996	Nudc	-0.483086313119773	3.66601949408795e-40	2	2	2	3	174	144	0	1.33333333333333	-1.20689655172414	+	2000	PROMOTER	BtoA
chr4	133600000	133700000	-0.01234903668	0.01144924207	0.02379827875	chr4 133600000 133700000	chr4	133600000	133700000	-0.01234903668	0.01144924207	chr4	133649154	133651154	Zdhhc18	-0.0213348085391141	0.939868176356235	2	1	3	3	35	33	-1.5	0	-1.05882352941176	+	2000	PROMOTER	BtoA
chr4	133600000	133700000	-0.01234903668	0.01144924207	0.02379827875	chr4 133600000 133700000	chr4	133600000	133700000	-0.01234903668	0.01144924207	chr4	133671647	133673647	Pigv	-0.0922195942420944	0.559777042658766	3	5	1	4	422	396	1.5	2.5	-1.06549118387909	+	2000	PROMOTER	BtoA
chr4	133700000	133800000	-0.01234903668	0.01144924207	0.02379827875	chr4 133700000 133800000	chr4	133700000	133800000	-0.01234903668	0.01144924207	chr4	133716108	133718108	Mir7227	NA	NA	1	1	0	0	16	12	0	0	-1.30769230769231	+	2000	PROMOTER	BtoA
chr4	133700000	133800000	-0.01234903668	0.01144924207	0.02379827875	chr4 133700000 133800000	chr4	133700000	133800000	-0.01234903668	0.01144924207	chr4	133755769	133757769	Arid1a	-0.29896773705774	5.31134049662632e-11	5	3	1	3	447	421	-1.5	2	-1.06161137440758	+	2000	PROMOTER	BtoA
chr4	133800000	133900000	-0.01234903668	0.01144924207	0.02379827875	chr4 133800000 133900000	chr4	133800000	133900000	-0.01234903668	0.01144924207	chr4	133886797	133888797	Rps6ka1	-0.697095282451397	6.38250044225842e-16	6	3	1	0	270	235	-1.75	-2	-1.14830508474576	+	2000	PROMOTER	BtoA
chr4	133900000	134000000	-0.01234903668	0.01144924207	0.02379827875	chr4 133900000 134000000	chr4	133900000	134000000	-0.01234903668	0.01144924207	chr4	133906700	133908700	Rps6ka1	-0.697095282451397	6.38250044225842e-16	4	0	1	5	10	19	-Inf	5	1.9	+	2000	ENHANCER	BtoA
chr4	133900000	134000000	-0.01234903668	0.01144924207	0.02379827875	chr4 133900000 134000000	chr4	133900000	134000000	-0.01234903668	0.01144924207	chr4	133967650	133969650	Hmgn2	-1.34640597539479	7.05423467221497e-278	4	6	4	1	195	177	1.4	-2.5	-1.10112359550562	+	2000	PROMOTER	BtoA
chr4	134000000	134100000	-0.01234903668	0.01144924207	0.02379827875	chr4 134000000 134100000	chr4	134000000	134100000	-0.01234903668	0.01144924207	chr4	133999918	134001918	Dhdds	0.0311358404197231	0.590654051464681	1	4	1	2	135	115	2.5	1.5	-1.17241379310345	+	2000	PROMOTER	BtoA
chr4	134000000	134100000	-0.01234903668	0.01144924207	0.02379827875	chr4 134000000 134100000	chr4	134000000	134100000	-0.01234903668	0.01144924207	chr4	134059815	134061815	Crybg2	0.0548465415085872	0.943184588713381	5	1	5	2	36	20	-3	-2	-1.76190476190476	+	2000	PROMOTER	BtoA
chr4	134000000	134100000	-0.01234903668	0.01144924207	0.02379827875	chr4 134000000 134100000	chr4	134000000	134100000	-0.01234903668	0.01144924207	chr4	134094082	134096082	Cd52	NA	NA	1	1	3	3	11	15	0	0	1.33333333333333	+	2000	PROMOTER	BtoA
chr4	134100000	134200000	-0.01234903668	0.01144924207	0.02379827875	chr4 134100000 134200000	chr4	134100000	134200000	-0.01234903668	0.01144924207	chr4	134127789	134129789	Sh3bgrl3	-0.502395810504901	5.66369930736522e-22	6	2	4	3	191	159	-2.33333333333333	-1.25	-1.2	+	2000	PROMOTER	BtoA
chr4	134100000	134200000	-0.01234903668	0.01144924207	0.02379827875	chr4 134100000 134200000	chr4	134100000	134200000	-0.01234903668	0.01144924207	chr4	134186112	134188112	Cep85	0.0415709714494666	0.628324785112696	1	1	1	2	363	544	0	1.5	1.49725274725275	+	2000	PROMOTER	BtoA
chr4	134100000	134200000	-0.01234903668	0.01144924207	0.02379827875	chr4 134100000 134200000	chr4	134100000	134200000	-0.01234903668	0.01144924207	chr4	134101570	134103570	Ubxn11	-0.634860224753402	0.0112180394710551	2	0	6	1	46	96	-3	-3.5	2.06382978723404	+	2000	PROMOTER	BtoA
chr4	134200000	134300000	-0.01234903668	0.01144924207	0.02379827875	chr4 134200000 134300000	chr4	134200000	134300000	-0.01234903668	0.01144924207	chr4	134226383	134228383	Catsper4	0.38982909723421	NA	2	4	4	1	17	26	1.66666666666667	-2.5	1.5	+	2000	PROMOTER	BtoA
chr4	134200000	134300000	-0.01234903668	0.01144924207	0.02379827875	chr4 134200000 134300000	chr4	134200000	134300000	-0.01234903668	0.01144924207	chr4	134244592	134246592	Zfp593	0.200748226168248	0.00294168860192031	1	3	3	4	155	110	2	1.25	-1.40540540540541	+	2000	PROMOTER	BtoA
chr4	134200000	134300000	-0.01234903668	0.01144924207	0.02379827875	chr4 134200000 134300000	chr4	134200000	134300000	-0.01234903668	0.01144924207	chr4	134237399	134239399	Cnksr1	-0.349879348005121	0.770549107681644	1	0	2	2	35	38	-2	0	1.08333333333333	+	2000	PROMOTER	BtoA
chr4	134200000	134300000	-0.01234903668	0.01144924207	0.02379827875	chr4 134200000 134300000	chr4	134200000	134300000	-0.01234903668	0.01144924207	chr4	134286895	134288895	Pdik1l	0.00713323809151953	0.953978359664337	2	4	1	4	419	356	1.66666666666667	2.5	-1.17647058823529	+	2000	PROMOTER	BtoA
chr4	134300000	134400000	-0.01234903668	0.01144924207	0.02379827875	chr4 134300000 134400000	chr4	134300000	134400000	-0.01234903668	0.01144924207	chr4	134306500	134308500	Trim63	2.791228770821	0.00299803859362951	2	1	1	1	18	41	-2	0	2.27777777777778	+	2000	ENHANCER	BtoA
chr4	134300000	134400000	-0.01234903668	0.01144924207	0.02379827875	chr4 134300000 134400000	chr4	134300000	134400000	-0.01234903668	0.01144924207	chr4	134395320	134397320	Pafah2	-0.394346538607041	2.27307434159e-07	2	1	0	0	203	214	-1.5	0	1.05392156862745	+	2000	PROMOTER	BtoA
chr4	134300000	134400000	-0.01234903668	0.01144924207	0.02379827875	chr4 134300000 134400000	chr4	134300000	134400000	-0.01234903668	0.01144924207	chr4	134298300	134303400	Pdik1l	0.00713323809151953	0.953978359664337	2	3	2	5	22	37	1.5	2.5	1.68181818181818	+	5100	ENHANCER	BtoA
chr4	134300000	134400000	-0.01234903668	0.01144924207	0.02379827875	chr4 134300000 134400000	chr4	134300000	134400000	-0.01234903668	0.01144924207	chr4	134314120	134316120	Trim63	2.791228770821	0.00299803859362951	1	4	3	1	14	14	2.5	-2	0	+	2000	PROMOTER	BtoA
chr4	134400000	134500000	-0.01234903668	0.01144924207	0.02379827875	chr4 134400000 134500000	chr4	134400000	134500000	-0.01234903668	0.01144924207	chr4	134467320	134469320	Stmn1	-1.89636181913399	1.97424787096545e-270	1	3	1	4	529	519	2	2.5	-1.01923076923077	+	2000	PROMOTER	BtoA
chr4	134400000	134500000	-0.01234903668	0.01144924207	0.02379827875	chr4 134400000 134500000	chr4	134400000	134500000	-0.01234903668	0.01144924207	chr4	134495697	134497697	Paqr7	-0.285949768270308	0.000273274986248833	2	5	4	1	184	154	2	-2.5	-1.19354838709677	+	2000	PROMOTER	BtoA
chr4	134500000	134600000	-0.01234903668	0.01144924207	0.02379827875	chr4 134500000 134600000	chr4	134500000	134600000	-0.01234903668	0.01144924207	chr4	134509999	134511999	Aunip	-1.97577336746255	8.4991615249177e-30	1	2	2	2	152	120	1.5	0	-1.26446280991736	+	2000	PROMOTER	BtoA
chr4	134500000	134600000	-0.01234903668	0.01144924207	0.02379827875	chr4 134500000 134600000	chr4	134500000	134600000	-0.01234903668	0.01144924207	chr4	134534387	134536387	Mtfr1l	-0.153531503511454	0.000359810277070997	1	4	3	1	446	495	2.5	-2	1.10961968680089	+	2000	PROMOTER	BtoA
chr4	134500000	134600000	-0.01234903668	0.01144924207	0.02379827875	chr4 134500000 134600000	chr4	134500000	134600000	-0.01234903668	0.01144924207	chr4	134551166	134553166	Selenon	-0.164293608128253	0.000135654267435636	1	2	1	0	124	161	1.5	-2	1.296	+	2000	PROMOTER	BtoA
chr4	134500000	134600000	-0.01234903668	0.01144924207	0.02379827875	chr4 134500000 134600000	chr4	134500000	134600000	-0.01234903668	0.01144924207	chr4	134566851	134568851	Mir6403	-0.331484643445972	NA	5	4	1	2	13	16	-1.2	1.5	1.21428571428571	+	2000	PROMOTER	BtoA
chr4	134700000	134800000	-0.01234903668	0.01144924207	0.02379827875	chr4 134700000 134800000	chr4	134700000	134800000	-0.01234903668	0.01144924207	chr4	134703290	134705290	Man1c1	-0.55399836178835	5.07693537872216e-32	3	7	3	1	458	633	2	-2	1.38126361655773	+	2000	PROMOTER	BtoA
chr4	134700000	134800000	-0.01234903668	0.01144924207	0.02379827875	chr4 134700000 134800000	chr4	134700000	134800000	-0.01234903668	0.01144924207	chr4	134717300	134720800	Man1c1	-0.55399836178835	5.07693537872216e-32	7	5	1	1	20	30	-1.4	0	1.5	+	3500	ENHANCER	BtoA
chr4	134700000	134800000	-0.01234903668	0.01144924207	0.02379827875	chr4 134700000 134800000	chr4	134700000	134800000	-0.01234903668	0.01144924207	chr4	134733200	134737800	Ldlrap1	1.41874854190308	2.00877405987609e-117	3	7	4	5	624	1307	2.33333333333333	1.25	2.09455128205128	+	4600	ENHANCER	BtoA
chr4	134700000	134800000	-0.01234903668	0.01144924207	0.02379827875	chr4 134700000 134800000	chr4	134700000	134800000	-0.01234903668	0.01144924207	chr4	134767024	134769024	Ldlrap1	1.41874854190308	2.00877405987609e-117	4	1	0	2	244	173	-2.5	3	-1.40804597701149	+	2000	PROMOTER	BtoA
chr4	134700000	134800000	-0.01234903668	0.01144924207	0.02379827875	chr4 134700000 134800000	chr4	134700000	134800000	-0.01234903668	0.01144924207	chr4	134775900	134777900	Ldlrap1	1.41874854190308	2.00877405987609e-117	7	1	3	1	19	12	-7	-3	-1.58333333333333	+	2000	ENHANCER	BtoA
chr4	134800000	134900000	-0.01234903668	0.01144924207	0.02379827875	chr4 134800000 134900000	chr4	134800000	134900000	-0.01234903668	0.01144924207	chr4	134852345	134854345	Maco1	0.923170132542695	9.25289409717282e-86	1	8	3	3	707	813	4.5	0	1.14971751412429	+	2000	PROMOTER	BtoA
chr4	134800000	134900000	-0.01234903668	0.01144924207	0.02379827875	chr4 134800000 134900000	chr4	134800000	134900000	-0.01234903668	0.01144924207	chr4	134863536	134865536	Rhd	3.30619279065782	7.11798268235152e-07	2	2	2	2	12	11	0	0	-1.08333333333333	+	2000	PROMOTER	BtoA
chr4	134900000	135000000	-0.01234903668	0.01144924207	0.02379827875	chr4 134900000 135000000	chr4	134900000	135000000	-0.01234903668	0.01144924207	chr4	134914024	134916024	Tmem50a	0.203501696645976	0.000191228848758037	1	2	1	4	151	155	1.5	2.5	1.02631578947368	+	2000	PROMOTER	BtoA
chr4	134900000	135000000	-0.01234903668	0.01144924207	0.02379827875	chr4 134900000 135000000	chr4	134900000	135000000	-0.01234903668	0.01144924207	chr4	134922592	134924592	Rsrp1	-0.015710414672295	0.771408597030613	6	4	4	0	269	253	-1.4	-5	-1.06299212598425	+	2000	PROMOTER	BtoA
chr4	134900000	135000000	-0.01234903668	0.01144924207	0.02379827875	chr4 134900000 135000000	chr4	134900000	135000000	-0.01234903668	0.01144924207	chr4	134929898	134931898	Syf2	0.601224462508943	9.83310016580526e-27	1	0	5	0	164	154	-2	-6	-1.06451612903226	+	2000	PROMOTER	BtoA
chr4	134900000	135000000	-0.01234903668	0.01144924207	0.02379827875	chr4 134900000 135000000	chr4	134900000	135000000	-0.01234903668	0.01144924207	chr4	134982200	134984600	Syf2	0.601224462508943	9.83310016580526e-27	0	2	2	4	46	45	Inf	2	-1.02222222222222	+	2400	ENHANCER	BtoA
chr4	134900000	135000000	-0.01234903668	0.01144924207	0.02379827875	chr4 134900000 135000000	chr4	134900000	135000000	-0.01234903668	0.01144924207	chr4	134978500	134982000	Syf2	0.601224462508943	9.83310016580526e-27	2	0	1	8	54	58	-Inf	8	1.07407407407407	+	3500	ENHANCER	BtoA
chr4	135000000	135100000	-0.01234903668	0.01144924207	0.02379827875	chr4 135000000 135100000	chr4	135000000	135100000	-0.01234903668	0.01144924207	chr4	135001600	135003600	Syf2	0.601224462508943	9.83310016580526e-27	5	1	3	3	16	17	-5	0	1.0625	+	2000	ENHANCER	BtoA
chr4	135000000	135100000	-0.01234903668	0.01144924207	0.02379827875	chr4 135000000 135100000	chr4	135000000	135100000	-0.01234903668	0.01144924207	chr4	135061100	135063100	Runx3	0.70879509212861	2.69896403444868e-33	4	4	3	3	17	18	0	0	1.05882352941176	+	2000	ENHANCER	BtoA
chr4	135000000	135100000	-0.01234903668	0.01144924207	0.02379827875	chr4 135000000 135100000	chr4	135000000	135100000	-0.01234903668	0.01144924207	chr4	135079200	135081200	Runx3	0.70879509212861	2.69896403444868e-33	1	3	2	1	31	51	3	-2	1.64516129032258	+	2000	ENHANCER	BtoA
chr4	135100000	135200000	-0.01234903668	0.01144924207	0.02379827875	chr4 135100000 135200000	chr4	135100000	135200000	-0.01234903668	0.01144924207	chr4	135119652	135121652	Runx3	0.70879509212861	2.69896403444868e-33	2	4	7	5	478	1004	1.66666666666667	-1.33333333333333	2.09812108559499	+	2000	PROMOTER	BtoA
chr4	135100000	135200000	-0.01234903668	0.01144924207	0.02379827875	chr4 135100000 135200000	chr4	135100000	135200000	-0.01234903668	0.01144924207	chr4	135178400	135180400	Runx3	0.70879509212861	2.69896403444868e-33	2	2	3	4	45	76	0	1.33333333333333	1.68888888888889	+	2000	ENHANCER	BtoA
chr4	135200000	135300000	-0.01234903668	0.01144924207	0.02379827875	chr4 135200000 135300000	chr4	135200000	135300000	-0.01234903668	0.01144924207	chr4	135271814	135273814	Clic4	0.232528901090602	2.79470948331704e-26	2	3	2	3	583	979	1.33333333333333	1.33333333333333	1.67808219178082	+	2000	PROMOTER	BtoA
chr4	135200000	135300000	-0.01234903668	0.01144924207	0.02379827875	chr4 135200000 135300000	chr4	135200000	135300000	-0.01234903668	0.01144924207	chr4	135285400	135289600	Clic4	0.232528901090602	2.79470948331704e-26	6	7	1	2	271	302	1.16666666666667	2	1.11439114391144	+	4200	ENHANCER	BtoA
chr4	135200000	135300000	-0.01234903668	0.01144924207	0.02379827875	chr4 135200000 135300000	chr4	135200000	135300000	-0.01234903668	0.01144924207	chr4	135294100	135296100	Clic4	0.232528901090602	2.79470948331704e-26	2	0	0	2	9	16	-Inf	Inf	1.77777777777778	+	2000	ENHANCER	BtoA
chr4	135200000	135300000	-0.01234903668	0.01144924207	0.02379827875	chr4 135200000 135300000	chr4	135200000	135300000	-0.01234903668	0.01144924207	chr4	135297500	135299500	Clic4	0.232528901090602	2.79470948331704e-26	4	2	0	3	133	269	-2	Inf	2.02255639097744	+	2000	ENHANCER	BtoA
chr4	135300000	135400000	-0.01234903668	0.01144924207	0.02379827875	chr4 135300000 135400000	chr4	135300000	135400000	-0.01234903668	0.01144924207	chr4	135300500	135302500	Srrm1	-0.278927306921345	6.81716504511943e-09	6	1	0	1	32	45	-6	Inf	1.40625	+	2000	ENHANCER	BtoA
chr4	135300000	135400000	-0.01234903668	0.01144924207	0.02379827875	chr4 135300000 135400000	chr4	135300000	135400000	-0.01234903668	0.01144924207	chr4	135352321	135354321	Srrm1	-0.278927306921345	6.81716504511943e-09	1	5	5	2	564	576	3	-2	1.0212389380531	+	2000	PROMOTER	BtoA
chr4	135400000	135500000	-0.01234903668	0.01144924207	0.02379827875	chr4 135400000 135500000	chr4	135400000	135500000	-0.01234903668	0.01144924207	chr4	135432853	135434853	Rcan3	0.243487694616307	0.000128276741385312	1	3	1	0	150	106	2	-2	-1.41121495327103	+	2000	PROMOTER	BtoA
chr4	135400000	135500000	-0.01234903668	0.01144924207	0.02379827875	chr4 135400000 135500000	chr4	135400000	135500000	-0.01234903668	0.01144924207	chr4	135493790	135495790	Stpg1	2.52856024028365	8.84677345325553e-08	3	1	0	0	33	25	-2	0	-1.30769230769231	+	2000	PROMOTER	BtoA
chr4	135400000	135500000	-0.01234903668	0.01144924207	0.02379827875	chr4 135400000 135500000	chr4	135400000	135500000	-0.01234903668	0.01144924207	chr4	135494038	135496038	Nipal3	1.458748322396	5.39313457325067e-21	2	2	0	1	29	24	0	2	-1.2	+	2000	PROMOTER	BtoA
chr4	135500000	135600000	-0.01234903668	0.01144924207	0.02379827875	chr4 135500000 135600000	chr4	135500000	135600000	-0.01234903668	0.01144924207	chr4	135572630	135574630	Grhl3	7.71571868071491	1.7918501273282e-67	2	1	4	1	19	46	-1.5	-2.5	2.35	+	2000	PROMOTER	BtoA
chr4	135500000	135600000	-0.01234903668	0.01144924207	0.02379827875	chr4 135500000 135600000	chr4	135500000	135600000	-0.01234903668	0.01144924207	chr4	135595300	135597300	Grhl3	7.71571868071491	1.7918501273282e-67	1	5	5	2	10	48	5	-2.5	4.8	+	2000	ENHANCER	BtoA
chr4	135600000	135700000	-0.01234903668	0.01144924207	0.02379827875	chr4 135600000 135700000	chr4	135600000	135700000	-0.01234903668	0.01144924207	chr4	135685287	135687287	Ifnlr1	0.395114324276765	0.570197046374358	1	3	2	1	49	16	2	-1.5	-2.94117647058824	+	2000	PROMOTER	BtoA
chr4	135600000	135700000	-0.01234903668	0.01144924207	0.02379827875	chr4 135600000 135700000	chr4	135600000	135700000	-0.01234903668	0.01144924207	chr4	135655000	135659600	Ifnlr1	0.395114324276765	0.570197046374358	4	7	2	11	65	81	1.75	5.5	1.24615384615385	+	4600	ENHANCER	BtoA
chr4	135700000	135800000	-0.01234903668	0.01144924207	0.02379827875	chr4 135700000 135800000	chr4	135700000	135800000	-0.01234903668	0.01144924207	chr4	135758715	135760715	Myom3	2.24232604832282	0.00907698253967001	0	3	1	2	104	143	4	1.5	1.37142857142857	+	2000	PROMOTER	BtoA
chr4	135800000	135900000	-0.01234903668	0.01144924207	0.02379827875	chr4 135800000 135900000	chr4	135800000	135900000	-0.01234903668	0.01144924207	chr4	135872850	135874850	Pnrc2	0.173623745688609	9.51230442269989e-06	2	5	1	1	236	251	2	0	1.06329113924051	+	2000	PROMOTER	BtoA
chr4	135800000	135900000	-0.01234903668	0.01144924207	0.02379827875	chr4 135800000 135900000	chr4	135800000	135900000	-0.01234903668	0.01144924207	chr4	135894394	135896394	Cnr2	-0.715493880539388	0.385333404991353	4	1	6	3	21	14	-2.5	-1.75	-1.46666666666667	+	2000	PROMOTER	BtoA
chr4	135800000	135900000	-0.01234903668	0.01144924207	0.02379827875	chr4 135800000 135900000	chr4	135800000	135900000	-0.01234903668	0.01144924207	chr4	135854747	135856747	Srsf10	-0.232977239851362	2.38448885123055e-06	2	5	4	1	341	280	2	-2.5	-1.21708185053381	+	2000	PROMOTER	BtoA
chr4	135900000	136000000	-0.01234903668	0.01144924207	0.02379827875	chr4 135900000 136000000	chr4	135900000	136000000	-0.01234903668	0.01144924207	chr4	135945448	135947448	Hmgcl	0.287543378124012	9.89078742549742e-07	1	3	2	1	210	146	2	-1.5	-1.43537414965986	+	2000	PROMOTER	BtoA
chr4	135900000	136000000	-0.01234903668	0.01144924207	0.02379827875	chr4 135900000 136000000	chr4	135900000	136000000	-0.01234903668	0.01144924207	chr4	135962727	135964727	Gale	2.24719213181841	1.09106484046109e-206	2	2	2	3	411	578	0	1.33333333333333	1.40533980582524	+	2000	PROMOTER	BtoA
chr4	135900000	136000000	-0.01234903668	0.01144924207	0.02379827875	chr4 135900000 136000000	chr4	135900000	136000000	-0.01234903668	0.01144924207	chr4	135971626	135973626	Lypla2	0.309694257359741	1.69861636413135e-09	4	3	0	4	68	67	-1.25	5	-1.01470588235294	+	2000	PROMOTER	BtoA
chr4	135900000	136000000	-0.01234903668	0.01144924207	0.02379827875	chr4 135900000 136000000	chr4	135900000	136000000	-0.01234903668	0.01144924207	chr4	135986264	135988264	Pithd1	0.101860032643726	0.30316765757538	1	3	4	1	204	179	2	-2.5	-1.13888888888889	+	2000	PROMOTER	BtoA
chr4	135900000	136000000	-0.01234903668	0.01144924207	0.02379827875	chr4 135900000 136000000	chr4	135900000	136000000	-0.01234903668	0.01144924207	chr4	135919735	135921735	Fuca1	0.110230966264502	0.272185761345595	4	1	3	2	215	166	-2.5	-1.33333333333333	-1.29341317365269	+	2000	PROMOTER	BtoA
chr4	136000000	136100000	-0.01234903668	0.01144924207	0.02379827875	chr4 136000000 136100000	chr4	136000000	136100000	-0.01234903668	0.01144924207	chr4	136020763	136022763	Eloa	-0.00442912117655019	0.925069945247761	0	4	2	1	216	222	5	-1.5	1.02764976958525	+	2000	PROMOTER	BtoA
chr4	136000000	136100000	-0.01234903668	0.01144924207	0.02379827875	chr4 136000000 136100000	chr4	136000000	136100000	-0.01234903668	0.01144924207	chr4	136069700	136072700	Rpl11	0.115461040125318	0.0255097819811462	4	3	0	2	147	141	-1.33333333333333	Inf	-1.04255319148936	+	3000	ENHANCER	BtoA
chr4	136000000	136100000	-0.01234903668	0.01144924207	0.02379827875	chr4 136000000 136100000	chr4	136000000	136100000	-0.01234903668	0.01144924207	chr4	136052428	136054428	Rpl11	0.115461040125318	0.0255097819811462	0	2	3	0	185	223	3	-4	1.20430107526882	+	2000	PROMOTER	BtoA
chr4	136100000	136200000	-0.01234903668	0.01144924207	0.02379827875	chr4 136100000 136200000	chr4	136100000	136200000	-0.01234903668	0.01144924207	chr4	136109500	136111500	Id3	0.360792980865973	1.75350979437899e-10	4	1	2	4	14	17	-4	2	1.21428571428571	+	2000	ENHANCER	BtoA
chr4	136100000	136200000	-0.01234903668	0.01144924207	0.02379827875	chr4 136100000 136200000	chr4	136100000	136200000	-0.01234903668	0.01144924207	chr4	136122400	136124400	Id3	0.360792980865973	1.75350979437899e-10	0	2	1	2	105	32	Inf	2	-3.28125	+	2000	ENHANCER	BtoA
chr4	136100000	136200000	-0.01234903668	0.01144924207	0.02379827875	chr4 136100000 136200000	chr4	136100000	136200000	-0.01234903668	0.01144924207	chr4	136142497	136144497	Id3	0.360792980865973	1.75350979437899e-10	2	2	2	1	349	494	0	-1.5	1.41428571428571	+	2000	PROMOTER	BtoA
